"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","fuzzy_score"
"Nomascus_hainanus","Nomascus hainanus","1 - exact_fullsci_w_ssp","Nomascus hainanus",NA,NA,NA,NA
"Nomascus_leucogenys","Nomascus leucogenys","1 - exact_fullsci_w_ssp","Nomascus leucogenys",NA,NA,NA,NA
"Nomascus_nasutus","Nomascus nasutus","1 - exact_fullsci_w_ssp","Nomascus nasutus",NA,NA,NA,NA
"Nomascus_siki","Nomascus siki","1 - exact_fullsci_w_ssp","Nomascus siki",NA,NA,NA,NA
"Noronhomys_vespuccii","Noronhomys vespuccii","1 - exact_fullsci_w_ssp","Noronhomys vespuccii",NA,NA,NA,NA
"Notiomys_edwardsii","Notiomys edwardsii","1 - exact_fullsci_w_ssp","Notiomys edwardsii",NA,NA,NA,NA
"Notiosorex_cockrumi","Notiosorex cockrumi","1 - exact_fullsci_w_ssp","Notiosorex cockrumi",NA,NA,NA,NA
"Notiosorex_crawfordi","Notiosorex crawfordi","1 - exact_fullsci_w_ssp","Notiosorex crawfordi",NA,NA,NA,NA
"Notiosorex_evotis","Notiosorex evotis","1 - exact_fullsci_w_ssp","Notiosorex evotis",NA,NA,NA,NA
"Notiosorex_villai","Notiosorex villai","1 - exact_fullsci_w_ssp","Notiosorex villai",NA,NA,NA,NA
"Notocitellus_adocetus","Notocitellus adocetus","1 - exact_fullsci_w_ssp","Notocitellus adocetus",NA,NA,NA,NA
"Notocitellus_annulatus","Notocitellus annulatus","1 - exact_fullsci_w_ssp","Notocitellus annulatus",NA,NA,NA,NA
"Notomys_alexis","Notomys alexis","1 - exact_fullsci_w_ssp","Notomys alexis",NA,NA,NA,NA
"Notomys_amplus","Notomys amplus","1 - exact_fullsci_w_ssp","Notomys amplus",NA,NA,NA,NA
"Notomys_aquilo","Notomys aquilo","1 - exact_fullsci_w_ssp","Notomys aquilo",NA,NA,NA,NA
"Notomys_cervinus","Notomys cervinus","1 - exact_fullsci_w_ssp","Notomys cervinus",NA,NA,NA,NA
"Notomys_fuscus","Notomys fuscus","1 - exact_fullsci_w_ssp","Notomys fuscus",NA,NA,NA,NA
"Notomys_longicaudatus","Notomys longicaudatus","1 - exact_fullsci_w_ssp","Notomys longicaudatus",NA,NA,NA,NA
"Notomys_macrotis","Notomys macrotis","1 - exact_fullsci_w_ssp","Notomys macrotis",NA,NA,NA,NA
"Notomys_mitchellii","Notomys mitchellii","1 - exact_fullsci_w_ssp","Notomys mitchellii",NA,NA,NA,NA
"Notomys_mordax","Notomys mordax","1 - exact_fullsci_w_ssp","Notomys mordax",NA,NA,NA,NA
"Notoryctes_caurinus","Notoryctes caurinus","1 - exact_fullsci_w_ssp","Notoryctes caurinus",NA,NA,NA,NA
"Notoryctes_typhlops","Notoryctes typhlops","1 - exact_fullsci_w_ssp","Notoryctes typhlops",NA,NA,NA,NA
"Nyctalus_aviator","Nyctalus aviator","1 - exact_fullsci_w_ssp","Nyctalus aviator",NA,NA,NA,NA
"Nyctalus_azoreum","Nyctalus azoreum","1 - exact_fullsci_w_ssp","Nyctalus azoreum",NA,NA,NA,NA
"Nyctalus_furvus","Nyctalus furvus","1 - exact_fullsci_w_ssp","Nyctalus furvus",NA,NA,NA,NA
"Nyctalus_lasiopterus","Nyctalus lasiopterus","1 - exact_fullsci_w_ssp","Nyctalus lasiopterus",NA,NA,NA,NA
"Nyctalus_leisleri","Nyctalus leisleri","1 - exact_fullsci_w_ssp","Nyctalus leisleri",NA,NA,NA,NA
"Nyctalus_montanus","Nyctalus montanus","1 - exact_fullsci_w_ssp","Nyctalus montanus",NA,NA,NA,NA
"Nyctalus_noctula","Nyctalus noctula","1 - exact_fullsci_w_ssp","Nyctalus noctula",NA,NA,NA,NA
"Nyctalus_plancyi","Nyctalus plancyi","1 - exact_fullsci_w_ssp","Nyctalus plancyi",NA,NA,NA,NA
"Nyctereutes_procyonoides","Nyctereutes procyonoides","1 - exact_fullsci_w_ssp","Nyctereutes procyonoides",NA,NA,NA,NA
"Nycteris_arge","Nycteris arge","1 - exact_fullsci_w_ssp","Nycteris arge",NA,NA,NA,NA
"Nycteris_aurita","Nycteris aurita","1 - exact_fullsci_w_ssp","Nycteris aurita",NA,NA,NA,NA
"Nycteris_gambiensis","Nycteris gambiensis","1 - exact_fullsci_w_ssp","Nycteris gambiensis",NA,NA,NA,NA
"Nycteris_grandis","Nycteris grandis","1 - exact_fullsci_w_ssp","Nycteris grandis",NA,NA,NA,NA
"Nycteris_hispida","Nycteris hispida","1 - exact_fullsci_w_ssp","Nycteris hispida",NA,NA,NA,NA
"Nycteris_intermedia","Nycteris intermedia","1 - exact_fullsci_w_ssp","Nycteris intermedia",NA,NA,NA,NA
"Nycteris_javanica","Nycteris javanica","1 - exact_fullsci_w_ssp","Nycteris javanica",NA,NA,NA,NA
"Nycteris_macrotis","Nycteris macrotis","1 - exact_fullsci_w_ssp","Nycteris macrotis",NA,NA,NA,NA
"Nycteris_madagascariensis","Nycteris madagascariensis","1 - exact_fullsci_w_ssp","Nycteris madagascariensis",NA,NA,NA,NA
"Nycteris_major","Nycteris major","1 - exact_fullsci_w_ssp","Nycteris major",NA,NA,NA,NA
"Nycteris_nana","Nycteris nana","1 - exact_fullsci_w_ssp","Nycteris nana",NA,NA,NA,NA
"Nycteris_parisii","Nycteris parisii","1 - exact_fullsci_w_ssp","Nycteris parisii",NA,NA,NA,NA
"Nycteris_thebaica","Nycteris thebaica","1 - exact_fullsci_w_ssp","Nycteris thebaica",NA,NA,NA,NA
"Nycteris_tragata","Nycteris tragata","1 - exact_fullsci_w_ssp","Nycteris tragata",NA,NA,NA,NA
"Nycteris_woodi","Nycteris woodi","1 - exact_fullsci_w_ssp","Nycteris woodi",NA,NA,NA,NA
"Nycticebus_bengalensis","Nycticebus bengalensis","1 - exact_fullsci_w_ssp","Nycticebus bengalensis",NA,NA,NA,NA
"Nycticebus_coucang","Nycticebus coucang","1 - exact_fullsci_w_ssp","Nycticebus coucang",NA,NA,NA,NA
"Nycticebus_javanicus","Nycticebus javanicus","1 - exact_fullsci_w_ssp","Nycticebus javanicus",NA,NA,NA,NA
"Nycticebus_kayan","Nycticebus kayan","1 - exact_fullsci_w_ssp","Nycticebus kayan",NA,NA,NA,NA
"Nycticebus_menagensis","Nycticebus menagensis","1 - exact_fullsci_w_ssp","Nycticebus menagensis",NA,NA,NA,NA
"Nycticebus_pygmaeus","Nycticebus pygmaeus","1 - exact_fullsci_w_ssp","Nycticebus pygmaeus",NA,NA,NA,NA
"Nycticeius_aenobarbus","Nycticeius aenobarbus","1 - exact_fullsci_w_ssp","Nycticeius aenobarbus",NA,NA,NA,NA
"Nycticeius_cubanus","Nycticeius cubanus","1 - exact_fullsci_w_ssp","Nycticeius cubanus",NA,NA,NA,NA
"Nycticeius_humeralis","Nycticeius humeralis","1 - exact_fullsci_w_ssp","Nycticeius humeralis",NA,NA,NA,NA
"Nyctiellus_lepidus","Nyctiellus lepidus","1 - exact_fullsci_w_ssp","Nyctiellus lepidus",NA,NA,NA,NA
"Nyctimene_aello","Nyctimene aello","1 - exact_fullsci_w_ssp","Nyctimene aello",NA,NA,NA,NA
"Nyctimene_albiventer","Nyctimene albiventer","1 - exact_fullsci_w_ssp","Nyctimene albiventer",NA,NA,NA,NA
"Nyctimene_cephalotes","Nyctimene cephalotes","1 - exact_fullsci_w_ssp","Nyctimene cephalotes",NA,NA,NA,NA
"Nyctimene_certans","Nyctimene certans","1 - exact_fullsci_w_ssp","Nyctimene certans",NA,NA,NA,NA
"Nyctimene_cyclotis","Nyctimene cyclotis","1 - exact_fullsci_w_ssp","Nyctimene cyclotis",NA,NA,NA,NA
"Nyctimene_draconilla","Nyctimene draconilla","1 - exact_fullsci_w_ssp","Nyctimene draconilla",NA,NA,NA,NA
"Nyctimene_keasti","Nyctimene keasti","1 - exact_fullsci_w_ssp","Nyctimene keasti",NA,NA,NA,NA
"Nyctimene_major","Nyctimene major","1 - exact_fullsci_w_ssp","Nyctimene major",NA,NA,NA,NA
"Nyctimene_malaitensis","Nyctimene malaitensis","1 - exact_fullsci_w_ssp","Nyctimene malaitensis",NA,NA,NA,NA
"Nyctimene_masalai","Nyctimene masalai","1 - exact_fullsci_w_ssp","Nyctimene masalai",NA,NA,NA,NA
"Nyctimene_rabori","Nyctimene rabori","1 - exact_fullsci_w_ssp","Nyctimene rabori",NA,NA,NA,NA
"Nyctimene_robinsoni","Nyctimene robinsoni","1 - exact_fullsci_w_ssp","Nyctimene robinsoni",NA,NA,NA,NA
"Nyctimene_vizcaccia","Nyctimene vizcaccia","1 - exact_fullsci_w_ssp","Nyctimene vizcaccia",NA,NA,NA,NA
"Nyctinomops_aurispinosus","Nyctinomops aurispinosus","1 - exact_fullsci_w_ssp","Nyctinomops aurispinosus",NA,NA,NA,NA
"Nyctinomops_femorosaccus","Nyctinomops femorosaccus","1 - exact_fullsci_w_ssp","Nyctinomops femorosaccus",NA,NA,NA,NA
"Nyctinomops_laticaudatus","Nyctinomops laticaudatus","1 - exact_fullsci_w_ssp","Nyctinomops laticaudatus",NA,NA,NA,NA
"Nyctinomops_macrotis","Nyctinomops macrotis","1 - exact_fullsci_w_ssp","Nyctinomops macrotis",NA,NA,NA,NA
"Nyctomys_sumichrasti","Nyctomys sumichrasti","1 - exact_fullsci_w_ssp","Nyctomys sumichrasti",NA,NA,NA,NA
"Nyctophilus_arnhemensis","Nyctophilus arnhemensis","1 - exact_fullsci_w_ssp","Nyctophilus arnhemensis",NA,NA,NA,NA
"Nyctophilus_bifax","Nyctophilus bifax","1 - exact_fullsci_w_ssp","Nyctophilus bifax",NA,NA,NA,NA
"Nyctophilus_corbeni","Nyctophilus corbeni","1 - exact_fullsci_w_ssp","Nyctophilus corbeni",NA,NA,NA,NA
"Nyctophilus_geoffroyi","Nyctophilus geoffroyi","1 - exact_fullsci_w_ssp","Nyctophilus geoffroyi",NA,NA,NA,NA
"Nyctophilus_gouldi","Nyctophilus gouldi","1 - exact_fullsci_w_ssp","Nyctophilus gouldi",NA,NA,NA,NA
"Nyctophilus_heran","Nyctophilus heran","1 - exact_fullsci_w_ssp","Nyctophilus heran",NA,NA,NA,NA
"Nyctophilus_howensis","Nyctophilus howensis","1 - exact_fullsci_w_ssp","Nyctophilus howensis",NA,NA,NA,NA
"Nyctophilus_microdon","Nyctophilus microdon","1 - exact_fullsci_w_ssp","Nyctophilus microdon",NA,NA,NA,NA
"Nyctophilus_microtis","Nyctophilus microtis","1 - exact_fullsci_w_ssp","Nyctophilus microtis",NA,NA,NA,NA
"Nyctophilus_nebulosus","Nyctophilus nebulosus","1 - exact_fullsci_w_ssp","Nyctophilus nebulosus",NA,NA,NA,NA
"Nyctophilus_sherrini","Nyctophilus sherrini","1 - exact_fullsci_w_ssp","Nyctophilus sherrini",NA,NA,NA,NA
"Nyctophilus_shirleyae","Nyctophilus shirleyae","1 - exact_fullsci_w_ssp","Nyctophilus shirleyae",NA,NA,NA,NA
"Nyctophilus_walkeri","Nyctophilus walkeri","1 - exact_fullsci_w_ssp","Nyctophilus walkeri",NA,NA,NA,NA
"Ochotona_alpina","Ochotona alpina","1 - exact_fullsci_w_ssp","Ochotona alpina",NA,NA,NA,NA
"Ochotona_argentata","Ochotona argentata","1 - exact_fullsci_w_ssp","Ochotona argentata",NA,NA,NA,NA
"Ochotona_cansus","Ochotona cansus","1 - exact_fullsci_w_ssp","Ochotona cansus",NA,NA,NA,NA
"Ochotona_collaris","Ochotona collaris","1 - exact_fullsci_w_ssp","Ochotona collaris",NA,NA,NA,NA
"Ochotona_coreana","Ochotona coreana","1 - exact_fullsci_w_ssp","Ochotona coreana",NA,NA,NA,NA
"Ochotona_curzoniae","Ochotona curzoniae","1 - exact_fullsci_w_ssp","Ochotona curzoniae",NA,NA,NA,NA
"Ochotona_dauurica","Ochotona dauurica","1 - exact_fullsci_w_ssp","Ochotona dauurica",NA,NA,NA,NA
"Ochotona_erythrotis","Ochotona erythrotis","1 - exact_fullsci_w_ssp","Ochotona erythrotis",NA,NA,NA,NA
"Ochotona_forresti","Ochotona forresti","1 - exact_fullsci_w_ssp","Ochotona forresti",NA,NA,NA,NA
"Ochotona_gloveri","Ochotona gloveri","1 - exact_fullsci_w_ssp","Ochotona gloveri",NA,NA,NA,NA
"Ochotona_hoffmanni","Ochotona hoffmanni","1 - exact_fullsci_w_ssp","Ochotona hoffmanni",NA,NA,NA,NA
"Ochotona_hyperborea","Ochotona hyperborea","1 - exact_fullsci_w_ssp","Ochotona hyperborea",NA,NA,NA,NA
"Ochotona_iliensis","Ochotona iliensis","1 - exact_fullsci_w_ssp","Ochotona iliensis",NA,NA,NA,NA
"Ochotona_koslowi","Ochotona koslowi","1 - exact_fullsci_w_ssp","Ochotona koslowi",NA,NA,NA,NA
"Ochotona_ladacensis","Ochotona ladacensis","1 - exact_fullsci_w_ssp","Ochotona ladacensis",NA,NA,NA,NA
"Ochotona_macrotis","Ochotona macrotis","1 - exact_fullsci_w_ssp","Ochotona macrotis",NA,NA,NA,NA
"Ochotona_mantchurica","Ochotona mantchurica","1 - exact_fullsci_w_ssp","Ochotona mantchurica",NA,NA,NA,NA
"Ochotona_nubrica","Ochotona nubrica","1 - exact_fullsci_w_ssp","Ochotona nubrica",NA,NA,NA,NA
"Ochotona_princeps","Ochotona princeps","1 - exact_fullsci_w_ssp","Ochotona princeps",NA,NA,NA,NA
"Ochotona_pusilla","Ochotona pusilla","1 - exact_fullsci_w_ssp","Ochotona pusilla",NA,NA,NA,NA
"Ochotona_rufescens","Ochotona rufescens","1 - exact_fullsci_w_ssp","Ochotona rufescens",NA,NA,NA,NA
"Ochotona_rutila","Ochotona rutila","1 - exact_fullsci_w_ssp","Ochotona rutila",NA,NA,NA,NA
"Ochotona_syrinx","Ochotona syrinx","1 - exact_fullsci_w_ssp","Ochotona syrinx",NA,NA,NA,NA
"Ochotona_thibetana","Ochotona thibetana","1 - exact_fullsci_w_ssp","Ochotona thibetana",NA,NA,NA,NA
"Ochotona_thomasi","Ochotona thomasi","1 - exact_fullsci_w_ssp","Ochotona thomasi",NA,NA,NA,NA
"Ochotona_turuchanensis","Ochotona turuchanensis","1 - exact_fullsci_w_ssp","Ochotona turuchanensis",NA,NA,NA,NA
"Ochrotomys_nuttalli","Ochrotomys nuttalli","1 - exact_fullsci_w_ssp","Ochrotomys nuttalli",NA,NA,NA,NA
"Octodon_degus","Octodon degus","1 - exact_fullsci_w_ssp","Octodon degus",NA,NA,NA,NA
"Octodon_lunatus","Octodon lunatus","1 - exact_fullsci_w_ssp","Octodon lunatus",NA,NA,NA,NA
"Octodon_pacificus","Octodon pacificus","1 - exact_fullsci_w_ssp","Octodon pacificus",NA,NA,NA,NA
"Octodontomys_gliroides","Octodontomys gliroides","1 - exact_fullsci_w_ssp","Octodontomys gliroides",NA,NA,NA,NA
"Octomys_mimax","Octomys mimax","1 - exact_fullsci_w_ssp","Octomys mimax",NA,NA,NA,NA
"Odobenus_rosmarus","Odobenus rosmarus","1 - exact_fullsci_w_ssp","Odobenus rosmarus",NA,NA,NA,NA
"Odocoileus_hemionus","Odocoileus hemionus","1 - exact_fullsci_w_ssp","Odocoileus hemionus",NA,NA,NA,NA
"Odocoileus_virginianus","Odocoileus virginianus","1 - exact_fullsci_w_ssp","Odocoileus virginianus",NA,NA,NA,NA
"Oecomys_auyantepui","Oecomys auyantepui","1 - exact_fullsci_w_ssp","Oecomys auyantepui",NA,NA,NA,NA
"Oecomys_bicolor","Oecomys bicolor","1 - exact_fullsci_w_ssp","Oecomys bicolor",NA,NA,NA,NA
"Oecomys_catherinae","Oecomys catherinae","1 - exact_fullsci_w_ssp","Oecomys catherinae",NA,NA,NA,NA
"Oecomys_cleberi","Oecomys cleberi","1 - exact_fullsci_w_ssp","Oecomys cleberi",NA,NA,NA,NA
"Oecomys_concolor","Oecomys concolor","1 - exact_fullsci_w_ssp","Oecomys concolor",NA,NA,NA,NA
"Oecomys_flavicans","Oecomys flavicans","1 - exact_fullsci_w_ssp","Oecomys flavicans",NA,NA,NA,NA
"Oecomys_mamorae","Oecomys mamorae","1 - exact_fullsci_w_ssp","Oecomys mamorae",NA,NA,NA,NA
"Oecomys_paricola","Oecomys paricola","1 - exact_fullsci_w_ssp","Oecomys paricola",NA,NA,NA,NA
"Oecomys_phaeotis","Oecomys phaeotis","1 - exact_fullsci_w_ssp","Oecomys phaeotis",NA,NA,NA,NA
"Oecomys_rex","Oecomys rex","1 - exact_fullsci_w_ssp","Oecomys rex",NA,NA,NA,NA
"Oecomys_roberti","Oecomys roberti","1 - exact_fullsci_w_ssp","Oecomys roberti",NA,NA,NA,NA
"Oecomys_rutilus","Oecomys rutilus","1 - exact_fullsci_w_ssp","Oecomys rutilus",NA,NA,NA,NA
"Oecomys_speciosus","Oecomys speciosus","1 - exact_fullsci_w_ssp","Oecomys speciosus",NA,NA,NA,NA
"Oecomys_superans","Oecomys superans","1 - exact_fullsci_w_ssp","Oecomys superans",NA,NA,NA,NA
"Oecomys_sydandersoni","Oecomys sydandersoni","1 - exact_fullsci_w_ssp","Oecomys sydandersoni",NA,NA,NA,NA
"Oecomys_trinitatis","Oecomys trinitatis","1 - exact_fullsci_w_ssp","Oecomys trinitatis",NA,NA,NA,NA
"Oenomys_hypoxanthus","Oenomys hypoxanthus","1 - exact_fullsci_w_ssp","Oenomys hypoxanthus",NA,NA,NA,NA
"Oenomys_ornatus","Oenomys ornatus","1 - exact_fullsci_w_ssp","Oenomys ornatus",NA,NA,NA,NA
"Okapia_johnstoni","Okapia johnstoni","1 - exact_fullsci_w_ssp","Okapia johnstoni",NA,NA,NA,NA
"Olallamys_albicauda","Olallamys albicauda","1 - exact_fullsci_w_ssp","Olallamys albicauda",NA,NA,NA,NA
"Olallamys_edax","Olallamys edax","1 - exact_fullsci_w_ssp","Olallamys edax",NA,NA,NA,NA
"Oligoryzomys_andinus","Oligoryzomys andinus","1 - exact_fullsci_w_ssp","Oligoryzomys andinus",NA,NA,NA,NA
"Oligoryzomys_arenalis","Oligoryzomys arenalis","1 - exact_fullsci_w_ssp","Oligoryzomys arenalis",NA,NA,NA,NA
"Oligoryzomys_brendae","Oligoryzomys brendae","1 - exact_fullsci_w_ssp","Oligoryzomys brendae",NA,NA,NA,NA
"Oligoryzomys_chacoensis","Oligoryzomys chacoensis","1 - exact_fullsci_w_ssp","Oligoryzomys chacoensis",NA,NA,NA,NA
"Oligoryzomys_destructor","Oligoryzomys destructor","1 - exact_fullsci_w_ssp","Oligoryzomys destructor",NA,NA,NA,NA
"Oligoryzomys_flavescens","Oligoryzomys flavescens","1 - exact_fullsci_w_ssp","Oligoryzomys flavescens",NA,NA,NA,NA
"Oligoryzomys_fulvescens","Oligoryzomys fulvescens","1 - exact_fullsci_w_ssp","Oligoryzomys fulvescens",NA,NA,NA,NA
"Oligoryzomys_griseolus","Oligoryzomys griseolus","1 - exact_fullsci_w_ssp","Oligoryzomys griseolus",NA,NA,NA,NA
"Oligoryzomys_longicaudatus","Oligoryzomys longicaudatus","1 - exact_fullsci_w_ssp","Oligoryzomys longicaudatus",NA,NA,NA,NA
"Oligoryzomys_microtis","Oligoryzomys microtis","1 - exact_fullsci_w_ssp","Oligoryzomys microtis",NA,NA,NA,NA
"Oligoryzomys_moojeni","Oligoryzomys moojeni","1 - exact_fullsci_w_ssp","Oligoryzomys moojeni",NA,NA,NA,NA
"Oligoryzomys_nigripes","Oligoryzomys nigripes","1 - exact_fullsci_w_ssp","Oligoryzomys nigripes",NA,NA,NA,NA
"Oligoryzomys_rupestris","Oligoryzomys rupestris","1 - exact_fullsci_w_ssp","Oligoryzomys rupestris",NA,NA,NA,NA
"Oligoryzomys_stramineus","Oligoryzomys stramineus","1 - exact_fullsci_w_ssp","Oligoryzomys stramineus",NA,NA,NA,NA
"Oligoryzomys_vegetus","Oligoryzomys vegetus","1 - exact_fullsci_w_ssp","Oligoryzomys vegetus",NA,NA,NA,NA
"Oligoryzomys_victus","Oligoryzomys victus","1 - exact_fullsci_w_ssp","Oligoryzomys victus",NA,NA,NA,NA
"Ommatophoca_rossii","Ommatophoca rossii","1 - exact_fullsci_w_ssp","Ommatophoca rossii",NA,NA,NA,NA
"Ondatra_zibethicus","Ondatra zibethicus","1 - exact_fullsci_w_ssp","Ondatra zibethicus",NA,NA,NA,NA
"Onychogalea_lunata","Onychogalea lunata","1 - exact_fullsci_w_ssp","Onychogalea lunata",NA,NA,NA,NA
"Onychogalea_unguifera","Onychogalea unguifera","1 - exact_fullsci_w_ssp","Onychogalea unguifera",NA,NA,NA,NA
"Onychomys_arenicola","Onychomys arenicola","1 - exact_fullsci_w_ssp","Onychomys arenicola",NA,NA,NA,NA
"Onychomys_leucogaster","Onychomys leucogaster","1 - exact_fullsci_w_ssp","Onychomys leucogaster",NA,NA,NA,NA
"Onychomys_torridus","Onychomys torridus","1 - exact_fullsci_w_ssp","Onychomys torridus",NA,NA,NA,NA
"Orcaella_brevirostris","Orcaella brevirostris","1 - exact_fullsci_w_ssp","Orcaella brevirostris",NA,NA,NA,NA
"Orcaella_heinsohni","Orcaella heinsohni","1 - exact_fullsci_w_ssp","Orcaella heinsohni",NA,NA,NA,NA
"Orcinus_orca","Orcinus orca","1 - exact_fullsci_w_ssp","Orcinus orca",NA,NA,NA,NA
"Oreamnos_americanus","Oreamnos americanus","1 - exact_fullsci_w_ssp","Oreamnos americanus",NA,NA,NA,NA
"Oreoryzomys_balneator","Oreoryzomys balneator","1 - exact_fullsci_w_ssp","Oreoryzomys balneator",NA,NA,NA,NA
"Oreotragus_oreotragus","Oreotragus oreotragus","1 - exact_fullsci_w_ssp","Oreotragus oreotragus",NA,NA,NA,NA
"Ornithorhynchus_anatinus","Ornithorhynchus anatinus","1 - exact_fullsci_w_ssp","Ornithorhynchus anatinus",NA,NA,NA,NA
"Orthogeomys_grandis","Orthogeomys grandis","1 - exact_fullsci_w_ssp","Orthogeomys grandis",NA,NA,NA,NA
"Orycteropus_afer","Orycteropus afer","1 - exact_fullsci_w_ssp","Orycteropus afer",NA,NA,NA,NA
"Oryctolagus_cuniculus","Oryctolagus cuniculus","1 - exact_fullsci_w_ssp","Oryctolagus cuniculus",NA,NA,NA,NA
"Oryx_beisa","Oryx beisa","1 - exact_fullsci_w_ssp","Oryx beisa",NA,NA,NA,NA
"Oryx_dammah","Oryx dammah","1 - exact_fullsci_w_ssp","Oryx dammah",NA,NA,NA,NA
"Oryx_gazella","Oryx gazella","1 - exact_fullsci_w_ssp","Oryx gazella",NA,NA,NA,NA
"Oryx_leucoryx","Oryx leucoryx","1 - exact_fullsci_w_ssp","Oryx leucoryx",NA,NA,NA,NA
"Oryzomys_antillarum","Oryzomys antillarum","1 - exact_fullsci_w_ssp","Oryzomys antillarum",NA,NA,NA,NA
"Oryzomys_couesi","Oryzomys couesi","1 - exact_fullsci_w_ssp","Oryzomys couesi",NA,NA,NA,NA
"Oryzomys_dimidiatus","Oryzomys dimidiatus","1 - exact_fullsci_w_ssp","Oryzomys dimidiatus",NA,NA,NA,NA
"Oryzomys_gorgasi","Oryzomys gorgasi","1 - exact_fullsci_w_ssp","Oryzomys gorgasi",NA,NA,NA,NA
"Oryzomys_nelsoni","Oryzomys nelsoni","1 - exact_fullsci_w_ssp","Oryzomys nelsoni",NA,NA,NA,NA
"Oryzomys_palustris","Oryzomys palustris","1 - exact_fullsci_w_ssp","Oryzomys palustris",NA,NA,NA,NA
"Oryzorictes_hova","Oryzorictes hova","1 - exact_fullsci_w_ssp","Oryzorictes hova",NA,NA,NA,NA
"Oryzorictes_tetradactylus","Oryzorictes tetradactylus","1 - exact_fullsci_w_ssp","Oryzorictes tetradactylus",NA,NA,NA,NA
"Osgoodomys_banderanus","Osgoodomys banderanus","1 - exact_fullsci_w_ssp","Osgoodomys banderanus",NA,NA,NA,NA
"Otocolobus_manul","Otocolobus manul","1 - exact_fullsci_w_ssp","Otocolobus manul",NA,NA,NA,NA
"Otocyon_megalotis","Otocyon megalotis","1 - exact_fullsci_w_ssp","Otocyon megalotis",NA,NA,NA,NA
"Otolemur_crassicaudatus","Otolemur crassicaudatus","1 - exact_fullsci_w_ssp","Otolemur crassicaudatus",NA,NA,NA,NA
"Otolemur_garnettii","Otolemur garnettii","1 - exact_fullsci_w_ssp","Otolemur garnettii",NA,NA,NA,NA
"Otomops_formosus","Otomops formosus","1 - exact_fullsci_w_ssp","Otomops formosus",NA,NA,NA,NA
"Otomops_johnstonei","Otomops johnstonei","1 - exact_fullsci_w_ssp","Otomops johnstonei",NA,NA,NA,NA
"Otomops_madagascariensis","Otomops madagascariensis","1 - exact_fullsci_w_ssp","Otomops madagascariensis",NA,NA,NA,NA
"Otomops_martiensseni","Otomops martiensseni","1 - exact_fullsci_w_ssp","Otomops martiensseni",NA,NA,NA,NA
"Otomops_papuensis","Otomops papuensis","1 - exact_fullsci_w_ssp","Otomops papuensis",NA,NA,NA,NA
"Otomops_secundus","Otomops secundus","1 - exact_fullsci_w_ssp","Otomops secundus",NA,NA,NA,NA
"Otomops_wroughtoni","Otomops wroughtoni","1 - exact_fullsci_w_ssp","Otomops wroughtoni",NA,NA,NA,NA
"Otomys_anchietae","Otomys anchietae","1 - exact_fullsci_w_ssp","Otomys anchietae",NA,NA,NA,NA
"Otomys_angoniensis","Otomys angoniensis","1 - exact_fullsci_w_ssp","Otomys angoniensis",NA,NA,NA,NA
"Otomys_barbouri","Otomys barbouri","1 - exact_fullsci_w_ssp","Otomys barbouri",NA,NA,NA,NA
"Otomys_burtoni","Otomys burtoni","1 - exact_fullsci_w_ssp","Otomys burtoni",NA,NA,NA,NA
"Otomys_cheesmani","Otomys cheesmani","1 - exact_fullsci_w_ssp","Otomys cheesmani",NA,NA,NA,NA
"Otomys_cuanzensis","Otomys cuanzensis","1 - exact_fullsci_w_ssp","Otomys cuanzensis",NA,NA,NA,NA
"Otomys_dartmouthi","Otomys dartmouthi","1 - exact_fullsci_w_ssp","Otomys dartmouthi",NA,NA,NA,NA
"Otomys_denti","Otomys denti","1 - exact_fullsci_w_ssp","Otomys denti",NA,NA,NA,NA
"Otomys_fortior","Otomys fortior","1 - exact_fullsci_w_ssp","Otomys fortior",NA,NA,NA,NA
"Otomys_helleri","Otomys helleri","1 - exact_fullsci_w_ssp","Otomys helleri",NA,NA,NA,NA
"Otomys_irroratus","Otomys irroratus","1 - exact_fullsci_w_ssp","Otomys irroratus",NA,NA,NA,NA
"Otomys_jacksoni","Otomys jacksoni","1 - exact_fullsci_w_ssp","Otomys jacksoni",NA,NA,NA,NA
"Otomys_karoensis","Otomys karoensis","1 - exact_fullsci_w_ssp","Otomys karoensis",NA,NA,NA,NA
"Otomys_lacustris","Otomys lacustris","1 - exact_fullsci_w_ssp","Otomys lacustris",NA,NA,NA,NA
"Otomys_laminatus","Otomys laminatus","1 - exact_fullsci_w_ssp","Otomys laminatus",NA,NA,NA,NA
"Otomys_occidentalis","Otomys occidentalis","1 - exact_fullsci_w_ssp","Otomys occidentalis",NA,NA,NA,NA
"Otomys_orestes","Otomys orestes","1 - exact_fullsci_w_ssp","Otomys orestes",NA,NA,NA,NA
"Otomys_simiensis","Otomys simiensis","1 - exact_fullsci_w_ssp","Otomys simiensis",NA,NA,NA,NA
"Otomys_sloggetti","Otomys sloggetti","1 - exact_fullsci_w_ssp","Otomys sloggetti",NA,NA,NA,NA
"Otomys_thomasi","Otomys thomasi","1 - exact_fullsci_w_ssp","Otomys thomasi",NA,NA,NA,NA
"Otomys_tropicalis","Otomys tropicalis","1 - exact_fullsci_w_ssp","Otomys tropicalis",NA,NA,NA,NA
"Otomys_typus","Otomys typus","1 - exact_fullsci_w_ssp","Otomys typus",NA,NA,NA,NA
