"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","class","fuzzy_score"
"Sapajus_cay","Sapajus cay","1 - exact_fullsci_w_ssp","Sapajus cay",NA,NA,NA,"Mammalia",NA
"Sapajus_flavius","Sapajus flavius","1 - exact_fullsci_w_ssp","Sapajus flavius",NA,NA,NA,"Mammalia",NA
"Sapajus_libidinosus","Sapajus libidinosus","1 - exact_fullsci_w_ssp","Sapajus libidinosus",NA,NA,NA,"Mammalia",NA
"Sapajus_nigritus","Sapajus nigritus","1 - exact_fullsci_w_ssp","Sapajus nigritus",NA,NA,NA,"Mammalia",NA
"Sapajus_robustus","Sapajus robustus","1 - exact_fullsci_w_ssp","Sapajus robustus",NA,NA,NA,"Mammalia",NA
"Sapajus_xanthosternos","Sapajus xanthosternos","1 - exact_fullsci_w_ssp","Sapajus xanthosternos",NA,NA,NA,"Mammalia",NA
"Sarcophilus_harrisii","Sarcophilus harrisii","1 - exact_fullsci_w_ssp","Sarcophilus harrisii",NA,NA,NA,"Mammalia",NA
"Sauromys_petrophilus","Sauromys petrophilus","1 - exact_fullsci_w_ssp","Sauromys petrophilus",NA,NA,NA,"Mammalia",NA
"Saxatilomys_paulinae","Saxatilomys paulinae","1 - exact_fullsci_w_ssp","Saxatilomys paulinae",NA,NA,NA,"Mammalia",NA
"Scalopus_aquaticus","Scalopus aquaticus","1 - exact_fullsci_w_ssp","Scalopus aquaticus",NA,NA,NA,"Mammalia",NA
"Scapanulus_oweni","Scapanulus oweni","1 - exact_fullsci_w_ssp","Scapanulus oweni",NA,NA,NA,"Mammalia",NA
"Scapanus_latimanus","Scapanus latimanus","1 - exact_fullsci_w_ssp","Scapanus latimanus",NA,NA,NA,"Mammalia",NA
"Scapanus_orarius","Scapanus orarius","1 - exact_fullsci_w_ssp","Scapanus orarius",NA,NA,NA,"Mammalia",NA
"Scapanus_townsendii","Scapanus townsendii","1 - exact_fullsci_w_ssp","Scapanus townsendii",NA,NA,NA,"Mammalia",NA
"Scapteromys_aquaticus","Scapteromys aquaticus","1 - exact_fullsci_w_ssp","Scapteromys aquaticus",NA,NA,NA,"Mammalia",NA
"Scapteromys_meridionalis","Scapteromys meridionalis","1 - exact_fullsci_w_ssp","Scapteromys meridionalis",NA,NA,NA,"Mammalia",NA
"Scapteromys_tumidus","Scapteromys tumidus","1 - exact_fullsci_w_ssp","Scapteromys tumidus",NA,NA,NA,"Mammalia",NA
"Scaptochirus_moschatus","Scaptochirus moschatus","1 - exact_fullsci_w_ssp","Scaptochirus moschatus",NA,NA,NA,"Mammalia",NA
"Sciurillus_pusillus","Sciurillus pusillus","1 - exact_fullsci_w_ssp","Sciurillus pusillus",NA,NA,NA,"Mammalia",NA
"Sciurocheirus_alleni","Sciurocheirus alleni","1 - exact_fullsci_w_ssp","Sciurocheirus alleni",NA,NA,NA,"Mammalia",NA
"Sciurocheirus_gabonensis","Sciurocheirus gabonensis","1 - exact_fullsci_w_ssp","Sciurocheirus gabonensis",NA,NA,NA,"Mammalia",NA
"Sciurocheirus_makandensis","Sciurocheirus makandensis","1 - exact_fullsci_w_ssp","Sciurocheirus makandensis",NA,NA,NA,"Mammalia",NA
"Sciurotamias_davidianus","Sciurotamias davidianus","1 - exact_fullsci_w_ssp","Sciurotamias davidianus",NA,NA,NA,"Mammalia",NA
"Sciurotamias_forresti","Sciurotamias forresti","1 - exact_fullsci_w_ssp","Sciurotamias forresti",NA,NA,NA,"Mammalia",NA
"Sciurus_aberti","Sciurus aberti","1 - exact_fullsci_w_ssp","Sciurus aberti",NA,NA,NA,"Mammalia",NA
"Sciurus_aestuans","Sciurus aestuans","1 - exact_fullsci_w_ssp","Sciurus aestuans",NA,NA,NA,"Mammalia",NA
"Sciurus_alleni","Sciurus alleni","1 - exact_fullsci_w_ssp","Sciurus alleni",NA,NA,NA,"Mammalia",NA
"Sciurus_anomalus","Sciurus anomalus","1 - exact_fullsci_w_ssp","Sciurus anomalus",NA,NA,NA,"Mammalia",NA
"Sciurus_arizonensis","Sciurus arizonensis","1 - exact_fullsci_w_ssp","Sciurus arizonensis",NA,NA,NA,"Mammalia",NA
"Sciurus_aureogaster","Sciurus aureogaster","1 - exact_fullsci_w_ssp","Sciurus aureogaster",NA,NA,NA,"Mammalia",NA
"Sciurus_carolinensis","Sciurus carolinensis","1 - exact_fullsci_w_ssp","Sciurus carolinensis",NA,NA,NA,"Mammalia",NA
"Sciurus_colliaei","Sciurus colliaei","1 - exact_fullsci_w_ssp","Sciurus colliaei",NA,NA,NA,"Mammalia",NA
"Sciurus_deppei","Sciurus deppei","1 - exact_fullsci_w_ssp","Sciurus deppei",NA,NA,NA,"Mammalia",NA
"Sciurus_flammifer","Sciurus flammifer","1 - exact_fullsci_w_ssp","Sciurus flammifer",NA,NA,NA,"Mammalia",NA
"Sciurus_gilvigularis","Sciurus gilvigularis","1 - exact_fullsci_w_ssp","Sciurus gilvigularis",NA,NA,NA,"Mammalia",NA
"Sciurus_granatensis","Sciurus granatensis","1 - exact_fullsci_w_ssp","Sciurus granatensis",NA,NA,NA,"Mammalia",NA
"Sciurus_griseus","Sciurus griseus","1 - exact_fullsci_w_ssp","Sciurus griseus",NA,NA,NA,"Mammalia",NA
"Sciurus_ignitus","Sciurus ignitus","1 - exact_fullsci_w_ssp","Sciurus ignitus",NA,NA,NA,"Mammalia",NA
"Sciurus_igniventris","Sciurus igniventris","1 - exact_fullsci_w_ssp","Sciurus igniventris",NA,NA,NA,"Mammalia",NA
"Sciurus_lis","Sciurus lis","1 - exact_fullsci_w_ssp","Sciurus lis",NA,NA,NA,"Mammalia",NA
"Sciurus_nayaritensis","Sciurus nayaritensis","1 - exact_fullsci_w_ssp","Sciurus nayaritensis",NA,NA,NA,"Mammalia",NA
"Sciurus_niger","Sciurus niger","1 - exact_fullsci_w_ssp","Sciurus niger",NA,NA,NA,"Mammalia",NA
"Sciurus_oculatus","Sciurus oculatus","1 - exact_fullsci_w_ssp","Sciurus oculatus",NA,NA,NA,"Mammalia",NA
"Sciurus_pucheranii","Sciurus pucheranii","1 - exact_fullsci_w_ssp","Sciurus pucheranii",NA,NA,NA,"Mammalia",NA
"Sciurus_pyrrhinus","Sciurus pyrrhinus","1 - exact_fullsci_w_ssp","Sciurus pyrrhinus",NA,NA,NA,"Mammalia",NA
"Sciurus_richmondi","Sciurus richmondi","1 - exact_fullsci_w_ssp","Sciurus richmondi",NA,NA,NA,"Mammalia",NA
"Sciurus_sanborni","Sciurus sanborni","1 - exact_fullsci_w_ssp","Sciurus sanborni",NA,NA,NA,"Mammalia",NA
"Sciurus_spadiceus","Sciurus spadiceus","1 - exact_fullsci_w_ssp","Sciurus spadiceus",NA,NA,NA,"Mammalia",NA
"Sciurus_stramineus","Sciurus stramineus","1 - exact_fullsci_w_ssp","Sciurus stramineus",NA,NA,NA,"Mammalia",NA
"Sciurus_variegatoides","Sciurus variegatoides","1 - exact_fullsci_w_ssp","Sciurus variegatoides",NA,NA,NA,"Mammalia",NA
"Sciurus_vulgaris","Sciurus vulgaris","1 - exact_fullsci_w_ssp","Sciurus vulgaris",NA,NA,NA,"Mammalia",NA
"Sciurus_yucatanensis","Sciurus yucatanensis","1 - exact_fullsci_w_ssp","Sciurus yucatanensis",NA,NA,NA,"Mammalia",NA
"Scleronycteris_ega","Scleronycteris ega","1 - exact_fullsci_w_ssp","Scleronycteris ega",NA,NA,NA,"Mammalia",NA
"Scolomys_melanops","Scolomys melanops","1 - exact_fullsci_w_ssp","Scolomys melanops",NA,NA,NA,"Mammalia",NA
"Scolomys_ucayalensis","Scolomys ucayalensis","1 - exact_fullsci_w_ssp","Scolomys ucayalensis",NA,NA,NA,"Mammalia",NA
"Scoteanax_rueppellii","Scoteanax rueppellii","1 - exact_fullsci_w_ssp","Scoteanax rueppellii",NA,NA,NA,"Mammalia",NA
"Scotinomys_teguina","Scotinomys teguina","1 - exact_fullsci_w_ssp","Scotinomys teguina",NA,NA,NA,"Mammalia",NA
"Scotinomys_xerampelinus","Scotinomys xerampelinus","1 - exact_fullsci_w_ssp","Scotinomys xerampelinus",NA,NA,NA,"Mammalia",NA
"Scotoecus_albofuscus","Scotoecus albofuscus","1 - exact_fullsci_w_ssp","Scotoecus albofuscus",NA,NA,NA,"Mammalia",NA
"Scotoecus_hirundo","Scotoecus hirundo","1 - exact_fullsci_w_ssp","Scotoecus hirundo",NA,NA,NA,"Mammalia",NA
"Scotoecus_pallidus","Scotoecus pallidus","1 - exact_fullsci_w_ssp","Scotoecus pallidus",NA,NA,NA,"Mammalia",NA
"Scotomanes_ornatus","Scotomanes ornatus","1 - exact_fullsci_w_ssp","Scotomanes ornatus",NA,NA,NA,"Mammalia",NA
"Scotonycteris_bergmansi","Scotonycteris bergmansi","1 - exact_fullsci_w_ssp","Scotonycteris bergmansi",NA,NA,NA,"Mammalia",NA
"Scotonycteris_occidentalis","Scotonycteris occidentalis","1 - exact_fullsci_w_ssp","Scotonycteris occidentalis",NA,NA,NA,"Mammalia",NA
"Scotonycteris_zenkeri","Scotonycteris zenkeri","1 - exact_fullsci_w_ssp","Scotonycteris zenkeri",NA,NA,NA,"Mammalia",NA
"Scotophilus_andrewreborii","Scotophilus andrewreborii","1 - exact_fullsci_w_ssp","Scotophilus andrewreborii",NA,NA,NA,"Mammalia",NA
"Scotophilus_collinus","Scotophilus collinus","1 - exact_fullsci_w_ssp","Scotophilus collinus",NA,NA,NA,"Mammalia",NA
"Scotophilus_dinganii","Scotophilus dinganii","1 - exact_fullsci_w_ssp","Scotophilus dinganii",NA,NA,NA,"Mammalia",NA
"Scotophilus_ejetai","Scotophilus ejetai","1 - exact_fullsci_w_ssp","Scotophilus ejetai",NA,NA,NA,"Mammalia",NA
"Scotophilus_heathii","Scotophilus heathii","1 - exact_fullsci_w_ssp","Scotophilus heathii",NA,NA,NA,"Mammalia",NA
"Scotophilus_kuhlii","Scotophilus kuhlii","1 - exact_fullsci_w_ssp","Scotophilus kuhlii",NA,NA,NA,"Mammalia",NA
"Scotophilus_leucogaster","Scotophilus leucogaster","1 - exact_fullsci_w_ssp","Scotophilus leucogaster",NA,NA,NA,"Mammalia",NA
"Scotophilus_livingstonii","Scotophilus livingstonii","1 - exact_fullsci_w_ssp","Scotophilus livingstonii",NA,NA,NA,"Mammalia",NA
"Scotophilus_marovaza","Scotophilus marovaza","1 - exact_fullsci_w_ssp","Scotophilus marovaza",NA,NA,NA,"Mammalia",NA
"Scotophilus_nigrita","Scotophilus nigrita","1 - exact_fullsci_w_ssp","Scotophilus nigrita",NA,NA,NA,"Mammalia",NA
"Scotophilus_nucella","Scotophilus nucella","1 - exact_fullsci_w_ssp","Scotophilus nucella",NA,NA,NA,"Mammalia",NA
"Scotophilus_nux","Scotophilus nux","1 - exact_fullsci_w_ssp","Scotophilus nux",NA,NA,NA,"Mammalia",NA
"Scotophilus_robustus","Scotophilus robustus","1 - exact_fullsci_w_ssp","Scotophilus robustus",NA,NA,NA,"Mammalia",NA
"Scotophilus_tandrefana","Scotophilus tandrefana","1 - exact_fullsci_w_ssp","Scotophilus tandrefana",NA,NA,NA,"Mammalia",NA
"Scotophilus_trujilloi","Scotophilus trujilloi","1 - exact_fullsci_w_ssp","Scotophilus trujilloi",NA,NA,NA,"Mammalia",NA
"Scotophilus_viridis","Scotophilus viridis","1 - exact_fullsci_w_ssp","Scotophilus viridis",NA,NA,NA,"Mammalia",NA
"Scotorepens_balstoni","Scotorepens balstoni","1 - exact_fullsci_w_ssp","Scotorepens balstoni",NA,NA,NA,"Mammalia",NA
"Scotorepens_greyii","Scotorepens greyii","1 - exact_fullsci_w_ssp","Scotorepens greyii",NA,NA,NA,"Mammalia",NA
"Scotorepens_orion","Scotorepens orion","1 - exact_fullsci_w_ssp","Scotorepens orion",NA,NA,NA,"Mammalia",NA
"Scotorepens_sanborni","Scotorepens sanborni","1 - exact_fullsci_w_ssp","Scotorepens sanborni",NA,NA,NA,"Mammalia",NA
"Scotozous_dormeri","Scotozous dormeri","1 - exact_fullsci_w_ssp","Scotozous dormeri",NA,NA,NA,"Mammalia",NA
"Scutisorex_somereni","Scutisorex somereni","1 - exact_fullsci_w_ssp","Scutisorex somereni",NA,NA,NA,"Mammalia",NA
"Scutisorex_thori","Scutisorex thori","1 - exact_fullsci_w_ssp","Scutisorex thori",NA,NA,NA,"Mammalia",NA
"Sekeetamys_calurus","Sekeetamys calurus","1 - exact_fullsci_w_ssp","Sekeetamys calurus",NA,NA,NA,"Mammalia",NA
"Selevinia_betpakdalaensis","Selevinia betpakdalaensis","1 - exact_fullsci_w_ssp","Selevinia betpakdalaensis",NA,NA,NA,"Mammalia",NA
"Semnopithecus_ajax","Semnopithecus ajax","1 - exact_fullsci_w_ssp","Semnopithecus ajax",NA,NA,NA,"Mammalia",NA
"Semnopithecus_entellus","Semnopithecus entellus","1 - exact_fullsci_w_ssp","Semnopithecus entellus",NA,NA,NA,"Mammalia",NA
"Semnopithecus_hector","Semnopithecus hector","1 - exact_fullsci_w_ssp","Semnopithecus hector",NA,NA,NA,"Mammalia",NA
"Semnopithecus_hypoleucos","Semnopithecus hypoleucos","1 - exact_fullsci_w_ssp","Semnopithecus hypoleucos",NA,NA,NA,"Mammalia",NA
"Semnopithecus_priam","Semnopithecus priam","1 - exact_fullsci_w_ssp","Semnopithecus priam",NA,NA,NA,"Mammalia",NA
"Semnopithecus_schistaceus","Semnopithecus schistaceus","1 - exact_fullsci_w_ssp","Semnopithecus schistaceus",NA,NA,NA,"Mammalia",NA
"Setifer_setosus","Setifer setosus","1 - exact_fullsci_w_ssp","Setifer setosus",NA,NA,NA,"Mammalia",NA
"Setonix_brachyurus","Setonix brachyurus","1 - exact_fullsci_w_ssp","Setonix brachyurus",NA,NA,NA,"Mammalia",NA
"Sicista_armenica","Sicista armenica","1 - exact_fullsci_w_ssp","Sicista armenica",NA,NA,NA,"Mammalia",NA
"Sicista_betulina","Sicista betulina","1 - exact_fullsci_w_ssp","Sicista betulina",NA,NA,NA,"Mammalia",NA
"Sicista_caucasica","Sicista caucasica","1 - exact_fullsci_w_ssp","Sicista caucasica",NA,NA,NA,"Mammalia",NA
"Sicista_caudata","Sicista caudata","1 - exact_fullsci_w_ssp","Sicista caudata",NA,NA,NA,"Mammalia",NA
"Sicista_concolor","Sicista concolor","1 - exact_fullsci_w_ssp","Sicista concolor",NA,NA,NA,"Mammalia",NA
"Sicista_kazbegica","Sicista kazbegica","1 - exact_fullsci_w_ssp","Sicista kazbegica",NA,NA,NA,"Mammalia",NA
"Sicista_kluchorica","Sicista kluchorica","1 - exact_fullsci_w_ssp","Sicista kluchorica",NA,NA,NA,"Mammalia",NA
"Sicista_napaea","Sicista napaea","1 - exact_fullsci_w_ssp","Sicista napaea",NA,NA,NA,"Mammalia",NA
"Sicista_pseudonapaea","Sicista pseudonapaea","1 - exact_fullsci_w_ssp","Sicista pseudonapaea",NA,NA,NA,"Mammalia",NA
"Sicista_severtzovi","Sicista severtzovi","1 - exact_fullsci_w_ssp","Sicista severtzovi",NA,NA,NA,"Mammalia",NA
"Sicista_strandi","Sicista strandi","1 - exact_fullsci_w_ssp","Sicista strandi",NA,NA,NA,"Mammalia",NA
"Sicista_subtilis","Sicista subtilis","1 - exact_fullsci_w_ssp","Sicista subtilis",NA,NA,NA,"Mammalia",NA
"Sicista_tianshanica","Sicista tianshanica","1 - exact_fullsci_w_ssp","Sicista tianshanica",NA,NA,NA,"Mammalia",NA
"Sigmodon_alleni","Sigmodon alleni","1 - exact_fullsci_w_ssp","Sigmodon alleni",NA,NA,NA,"Mammalia",NA
"Sigmodon_alstoni","Sigmodon alstoni","1 - exact_fullsci_w_ssp","Sigmodon alstoni",NA,NA,NA,"Mammalia",NA
"Sigmodon_arizonae","Sigmodon arizonae","1 - exact_fullsci_w_ssp","Sigmodon arizonae",NA,NA,NA,"Mammalia",NA
"Sigmodon_fulviventer","Sigmodon fulviventer","1 - exact_fullsci_w_ssp","Sigmodon fulviventer",NA,NA,NA,"Mammalia",NA
"Sigmodon_hirsutus","Sigmodon hirsutus","1 - exact_fullsci_w_ssp","Sigmodon hirsutus",NA,NA,NA,"Mammalia",NA
"Sigmodon_hispidus","Sigmodon hispidus","1 - exact_fullsci_w_ssp","Sigmodon hispidus",NA,NA,NA,"Mammalia",NA
"Sigmodon_inopinatus","Sigmodon inopinatus","1 - exact_fullsci_w_ssp","Sigmodon inopinatus",NA,NA,NA,"Mammalia",NA
"Sigmodon_leucotis","Sigmodon leucotis","1 - exact_fullsci_w_ssp","Sigmodon leucotis",NA,NA,NA,"Mammalia",NA
"Sigmodon_mascotensis","Sigmodon mascotensis","1 - exact_fullsci_w_ssp","Sigmodon mascotensis",NA,NA,NA,"Mammalia",NA
"Sigmodon_ochrognathus","Sigmodon ochrognathus","1 - exact_fullsci_w_ssp","Sigmodon ochrognathus",NA,NA,NA,"Mammalia",NA
"Sigmodon_peruanus","Sigmodon peruanus","1 - exact_fullsci_w_ssp","Sigmodon peruanus",NA,NA,NA,"Mammalia",NA
"Sigmodon_planifrons","Sigmodon planifrons","1 - exact_fullsci_w_ssp","Sigmodon planifrons",NA,NA,NA,"Mammalia",NA
"Sigmodon_toltecus","Sigmodon toltecus","1 - exact_fullsci_w_ssp","Sigmodon toltecus",NA,NA,NA,"Mammalia",NA
"Sigmodontomys_alfari","Sigmodontomys alfari","1 - exact_fullsci_w_ssp","Sigmodontomys alfari",NA,NA,NA,"Mammalia",NA
"Simias_concolor","Simias concolor","1 - exact_fullsci_w_ssp","Simias concolor",NA,NA,NA,"Mammalia",NA
"Sminthopsis_archeri","Sminthopsis archeri","1 - exact_fullsci_w_ssp","Sminthopsis archeri",NA,NA,NA,"Mammalia",NA
"Sminthopsis_bindi","Sminthopsis bindi","1 - exact_fullsci_w_ssp","Sminthopsis bindi",NA,NA,NA,"Mammalia",NA
"Sminthopsis_butleri","Sminthopsis butleri","1 - exact_fullsci_w_ssp","Sminthopsis butleri",NA,NA,NA,"Mammalia",NA
"Sminthopsis_crassicaudata","Sminthopsis crassicaudata","1 - exact_fullsci_w_ssp","Sminthopsis crassicaudata",NA,NA,NA,"Mammalia",NA
"Sminthopsis_dolichura","Sminthopsis dolichura","1 - exact_fullsci_w_ssp","Sminthopsis dolichura",NA,NA,NA,"Mammalia",NA
"Sminthopsis_douglasi","Sminthopsis douglasi","1 - exact_fullsci_w_ssp","Sminthopsis douglasi",NA,NA,NA,"Mammalia",NA
"Sminthopsis_fuliginosus","Sminthopsis fuliginosus","1 - exact_fullsci_w_ssp","Sminthopsis fuliginosus",NA,NA,NA,"Mammalia",NA
"Sminthopsis_gilberti","Sminthopsis gilberti","1 - exact_fullsci_w_ssp","Sminthopsis gilberti",NA,NA,NA,"Mammalia",NA
"Sminthopsis_granulipes","Sminthopsis granulipes","1 - exact_fullsci_w_ssp","Sminthopsis granulipes",NA,NA,NA,"Mammalia",NA
"Sminthopsis_hirtipes","Sminthopsis hirtipes","1 - exact_fullsci_w_ssp","Sminthopsis hirtipes",NA,NA,NA,"Mammalia",NA
"Sminthopsis_leucopus","Sminthopsis leucopus","1 - exact_fullsci_w_ssp","Sminthopsis leucopus",NA,NA,NA,"Mammalia",NA
"Sminthopsis_longicaudata","Sminthopsis longicaudata","1 - exact_fullsci_w_ssp","Sminthopsis longicaudata",NA,NA,NA,"Mammalia",NA
"Sminthopsis_macroura","Sminthopsis macroura","1 - exact_fullsci_w_ssp","Sminthopsis macroura",NA,NA,NA,"Mammalia",NA
"Sminthopsis_murina","Sminthopsis murina","1 - exact_fullsci_w_ssp","Sminthopsis murina",NA,NA,NA,"Mammalia",NA
"Sminthopsis_ooldea","Sminthopsis ooldea","1 - exact_fullsci_w_ssp","Sminthopsis ooldea",NA,NA,NA,"Mammalia",NA
"Sminthopsis_psammophila","Sminthopsis psammophila","1 - exact_fullsci_w_ssp","Sminthopsis psammophila",NA,NA,NA,"Mammalia",NA
"Sminthopsis_virginiae","Sminthopsis virginiae","1 - exact_fullsci_w_ssp","Sminthopsis virginiae",NA,NA,NA,"Mammalia",NA
"Sminthopsis_youngsoni","Sminthopsis youngsoni","1 - exact_fullsci_w_ssp","Sminthopsis youngsoni",NA,NA,NA,"Mammalia",NA
"Smutsia_gigantea","Smutsia gigantea","1 - exact_fullsci_w_ssp","Smutsia gigantea",NA,NA,NA,"Mammalia",NA
"Smutsia_temminckii","Smutsia temminckii","1 - exact_fullsci_w_ssp","Smutsia temminckii",NA,NA,NA,"Mammalia",NA
"Solenodon_marcanoi","Solenodon marcanoi","1 - exact_fullsci_w_ssp","Solenodon marcanoi",NA,NA,NA,"Mammalia",NA
"Solenodon_paradoxus","Solenodon paradoxus","1 - exact_fullsci_w_ssp","Solenodon paradoxus",NA,NA,NA,"Mammalia",NA
"Solisorex_pearsoni","Solisorex pearsoni","1 - exact_fullsci_w_ssp","Solisorex pearsoni",NA,NA,NA,"Mammalia",NA
"Solomys_ponceleti","Solomys ponceleti","1 - exact_fullsci_w_ssp","Solomys ponceleti",NA,NA,NA,"Mammalia",NA
"Solomys_salamonis","Solomys salamonis","1 - exact_fullsci_w_ssp","Solomys salamonis",NA,NA,NA,"Mammalia",NA
"Solomys_salebrosus","Solomys salebrosus","1 - exact_fullsci_w_ssp","Solomys salebrosus",NA,NA,NA,"Mammalia",NA
"Solomys_sapientis","Solomys sapientis","1 - exact_fullsci_w_ssp","Solomys sapientis",NA,NA,NA,"Mammalia",NA
"Sommeromys_macrorhinos","Sommeromys macrorhinos","1 - exact_fullsci_w_ssp","Sommeromys macrorhinos",NA,NA,NA,"Mammalia",NA
"Sooretamys_angouya","Sooretamys angouya","1 - exact_fullsci_w_ssp","Sooretamys angouya",NA,NA,NA,"Mammalia",NA
"Sorex_alpinus","Sorex alpinus","1 - exact_fullsci_w_ssp","Sorex alpinus",NA,NA,NA,"Mammalia",NA
"Sorex_antinorii","Sorex antinorii","1 - exact_fullsci_w_ssp","Sorex antinorii",NA,NA,NA,"Mammalia",NA
"Sorex_araneus","Sorex araneus","1 - exact_fullsci_w_ssp","Sorex araneus",NA,NA,NA,"Mammalia",NA
"Sorex_arcticus","Sorex arcticus","1 - exact_fullsci_w_ssp","Sorex arcticus",NA,NA,NA,"Mammalia",NA
"Sorex_arizonae","Sorex arizonae","1 - exact_fullsci_w_ssp","Sorex arizonae",NA,NA,NA,"Mammalia",NA
"Sorex_asper","Sorex asper","1 - exact_fullsci_w_ssp","Sorex asper",NA,NA,NA,"Mammalia",NA
"Sorex_bedfordiae","Sorex bedfordiae","1 - exact_fullsci_w_ssp","Sorex bedfordiae",NA,NA,NA,"Mammalia",NA
"Sorex_bendirii","Sorex bendirii","1 - exact_fullsci_w_ssp","Sorex bendirii",NA,NA,NA,"Mammalia",NA
"Sorex_buchariensis","Sorex buchariensis","1 - exact_fullsci_w_ssp","Sorex buchariensis",NA,NA,NA,"Mammalia",NA
"Sorex_caecutiens","Sorex caecutiens","1 - exact_fullsci_w_ssp","Sorex caecutiens",NA,NA,NA,"Mammalia",NA
"Sorex_cansulus","Sorex cansulus","1 - exact_fullsci_w_ssp","Sorex cansulus",NA,NA,NA,"Mammalia",NA
"Sorex_coronatus","Sorex coronatus","1 - exact_fullsci_w_ssp","Sorex coronatus",NA,NA,NA,"Mammalia",NA
"Sorex_cylindricauda","Sorex cylindricauda","1 - exact_fullsci_w_ssp","Sorex cylindricauda",NA,NA,NA,"Mammalia",NA
"Sorex_daphaenodon","Sorex daphaenodon","1 - exact_fullsci_w_ssp","Sorex daphaenodon",NA,NA,NA,"Mammalia",NA
"Sorex_dispar","Sorex dispar","1 - exact_fullsci_w_ssp","Sorex dispar",NA,NA,NA,"Mammalia",NA
"Sorex_emarginatus","Sorex emarginatus","1 - exact_fullsci_w_ssp","Sorex emarginatus",NA,NA,NA,"Mammalia",NA
"Sorex_excelsus","Sorex excelsus","1 - exact_fullsci_w_ssp","Sorex excelsus",NA,NA,NA,"Mammalia",NA
"Sorex_fumeus","Sorex fumeus","1 - exact_fullsci_w_ssp","Sorex fumeus",NA,NA,NA,"Mammalia",NA
"Sorex_gracillimus","Sorex gracillimus","1 - exact_fullsci_w_ssp","Sorex gracillimus",NA,NA,NA,"Mammalia",NA
"Sorex_granarius","Sorex granarius","1 - exact_fullsci_w_ssp","Sorex granarius",NA,NA,NA,"Mammalia",NA
"Sorex_haydeni","Sorex haydeni","1 - exact_fullsci_w_ssp","Sorex haydeni",NA,NA,NA,"Mammalia",NA
"Sorex_hosonoi","Sorex hosonoi","1 - exact_fullsci_w_ssp","Sorex hosonoi",NA,NA,NA,"Mammalia",NA
"Sorex_hoyi","Sorex hoyi","1 - exact_fullsci_w_ssp","Sorex hoyi",NA,NA,NA,"Mammalia",NA
"Sorex_isodon","Sorex isodon","1 - exact_fullsci_w_ssp","Sorex isodon",NA,NA,NA,"Mammalia",NA
"Sorex_ixtlanensis","Sorex ixtlanensis","1 - exact_fullsci_w_ssp","Sorex ixtlanensis",NA,NA,NA,"Mammalia",NA
"Sorex_jacksoni","Sorex jacksoni","1 - exact_fullsci_w_ssp","Sorex jacksoni",NA,NA,NA,"Mammalia",NA
"Sorex_kozlovi","Sorex kozlovi","1 - exact_fullsci_w_ssp","Sorex kozlovi",NA,NA,NA,"Mammalia",NA
"Sorex_leucogaster","Sorex leucogaster","1 - exact_fullsci_w_ssp","Sorex leucogaster",NA,NA,NA,"Mammalia",NA
"Sorex_longirostris","Sorex longirostris","1 - exact_fullsci_w_ssp","Sorex longirostris",NA,NA,NA,"Mammalia",NA
"Sorex_lyelli","Sorex lyelli","1 - exact_fullsci_w_ssp","Sorex lyelli",NA,NA,NA,"Mammalia",NA
"Sorex_macrodon","Sorex macrodon","1 - exact_fullsci_w_ssp","Sorex macrodon",NA,NA,NA,"Mammalia",NA
"Sorex_maritimensis","Sorex maritimensis","1 - exact_fullsci_w_ssp","Sorex maritimensis",NA,NA,NA,"Mammalia",NA
"Sorex_mediopua","Sorex mediopua","1 - exact_fullsci_w_ssp","Sorex mediopua",NA,NA,NA,"Mammalia",NA
"Sorex_merriami","Sorex merriami","1 - exact_fullsci_w_ssp","Sorex merriami",NA,NA,NA,"Mammalia",NA
"Sorex_milleri","Sorex milleri","1 - exact_fullsci_w_ssp","Sorex milleri",NA,NA,NA,"Mammalia",NA
"Sorex_minutissimus","Sorex minutissimus","1 - exact_fullsci_w_ssp","Sorex minutissimus",NA,NA,NA,"Mammalia",NA
"Sorex_minutus","Sorex minutus","1 - exact_fullsci_w_ssp","Sorex minutus",NA,NA,NA,"Mammalia",NA
"Sorex_mirabilis","Sorex mirabilis","1 - exact_fullsci_w_ssp","Sorex mirabilis",NA,NA,NA,"Mammalia",NA
"Sorex_nanus","Sorex nanus","1 - exact_fullsci_w_ssp","Sorex nanus",NA,NA,NA,"Mammalia",NA
"Sorex_oreopolus","Sorex oreopolus","1 - exact_fullsci_w_ssp","Sorex oreopolus",NA,NA,NA,"Mammalia",NA
"Sorex_orizabae","Sorex orizabae","1 - exact_fullsci_w_ssp","Sorex orizabae",NA,NA,NA,"Mammalia",NA
"Sorex_ornatus","Sorex ornatus","1 - exact_fullsci_w_ssp","Sorex ornatus",NA,NA,NA,"Mammalia",NA
"Sorex_pacificus","Sorex pacificus","1 - exact_fullsci_w_ssp","Sorex pacificus",NA,NA,NA,"Mammalia",NA
"Sorex_planiceps","Sorex planiceps","1 - exact_fullsci_w_ssp","Sorex planiceps",NA,NA,NA,"Mammalia",NA
"Sorex_portenkoi","Sorex portenkoi","1 - exact_fullsci_w_ssp","Sorex portenkoi",NA,NA,NA,"Mammalia",NA
