"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","class","fuzzy_score"
"Crocidura_planiceps","Crocidura planiceps","1 - exact_fullsci_w_ssp","Crocidura planiceps",NA,NA,NA,"Mammalia",NA
"Crocidura_poensis","Crocidura poensis","1 - exact_fullsci_w_ssp","Crocidura poensis",NA,NA,NA,"Mammalia",NA
"Crocidura_polia","Crocidura polia","1 - exact_fullsci_w_ssp","Crocidura polia",NA,NA,NA,"Mammalia",NA
"Crocidura_pullata","Crocidura pullata","1 - exact_fullsci_w_ssp","Crocidura pullata",NA,NA,NA,"Mammalia",NA
"Crocidura_raineyi","Crocidura raineyi","1 - exact_fullsci_w_ssp","Crocidura raineyi",NA,NA,NA,"Mammalia",NA
"Crocidura_ramona","Crocidura ramona","1 - exact_fullsci_w_ssp","Crocidura ramona",NA,NA,NA,"Mammalia",NA
"Crocidura_rapax","Crocidura rapax","1 - exact_fullsci_w_ssp","Crocidura rapax",NA,NA,NA,"Mammalia",NA
"Crocidura_religiosa","Crocidura religiosa","1 - exact_fullsci_w_ssp","Crocidura religiosa",NA,NA,NA,"Mammalia",NA
"Crocidura_rhoditis","Crocidura rhoditis","1 - exact_fullsci_w_ssp","Crocidura rhoditis",NA,NA,NA,"Mammalia",NA
"Crocidura_roosevelti","Crocidura roosevelti","1 - exact_fullsci_w_ssp","Crocidura roosevelti",NA,NA,NA,"Mammalia",NA
"Crocidura_russula","Crocidura russula","1 - exact_fullsci_w_ssp","Crocidura russula",NA,NA,NA,"Mammalia",NA
"Crocidura_sapaensis","Crocidura sapaensis","1 - exact_fullsci_w_ssp","Crocidura sapaensis",NA,NA,NA,"Mammalia",NA
"Crocidura_selina","Crocidura selina","1 - exact_fullsci_w_ssp","Crocidura selina",NA,NA,NA,"Mammalia",NA
"Crocidura_serezkyensis","Crocidura serezkyensis","1 - exact_fullsci_w_ssp","Crocidura serezkyensis",NA,NA,NA,"Mammalia",NA
"Crocidura_shantungensis","Crocidura shantungensis","1 - exact_fullsci_w_ssp","Crocidura shantungensis",NA,NA,NA,"Mammalia",NA
"Crocidura_sibirica","Crocidura sibirica","1 - exact_fullsci_w_ssp","Crocidura sibirica",NA,NA,NA,"Mammalia",NA
"Crocidura_sicula","Crocidura sicula","1 - exact_fullsci_w_ssp","Crocidura sicula",NA,NA,NA,"Mammalia",NA
"Crocidura_silacea","Crocidura silacea","1 - exact_fullsci_w_ssp","Crocidura silacea",NA,NA,NA,"Mammalia",NA
"Crocidura_smithii","Crocidura smithii","1 - exact_fullsci_w_ssp","Crocidura smithii",NA,NA,NA,"Mammalia",NA
"Crocidura_sokolovi","Crocidura sokolovi","1 - exact_fullsci_w_ssp","Crocidura sokolovi",NA,NA,NA,"Mammalia",NA
"Crocidura_somalica","Crocidura somalica","1 - exact_fullsci_w_ssp","Crocidura somalica",NA,NA,NA,"Mammalia",NA
"Crocidura_stenocephala","Crocidura stenocephala","1 - exact_fullsci_w_ssp","Crocidura stenocephala",NA,NA,NA,"Mammalia",NA
"Crocidura_susiana","Crocidura susiana","1 - exact_fullsci_w_ssp","Crocidura susiana",NA,NA,NA,"Mammalia",NA
"Crocidura_tanakae","Crocidura tanakae","1 - exact_fullsci_w_ssp","Crocidura tanakae",NA,NA,NA,"Mammalia",NA
"Crocidura_tansaniana","Crocidura tansaniana","1 - exact_fullsci_w_ssp","Crocidura tansaniana",NA,NA,NA,"Mammalia",NA
"Crocidura_tarella","Crocidura tarella","1 - exact_fullsci_w_ssp","Crocidura tarella",NA,NA,NA,"Mammalia",NA
"Crocidura_tarfayensis","Crocidura tarfayensis","1 - exact_fullsci_w_ssp","Crocidura tarfayensis",NA,NA,NA,"Mammalia",NA
"Crocidura_telfordi","Crocidura telfordi","1 - exact_fullsci_w_ssp","Crocidura telfordi",NA,NA,NA,"Mammalia",NA
"Crocidura_tenuis","Crocidura tenuis","1 - exact_fullsci_w_ssp","Crocidura tenuis",NA,NA,NA,"Mammalia",NA
"Crocidura_thalia","Crocidura thalia","1 - exact_fullsci_w_ssp","Crocidura thalia",NA,NA,NA,"Mammalia",NA
"Crocidura_theresae","Crocidura theresae","1 - exact_fullsci_w_ssp","Crocidura theresae",NA,NA,NA,"Mammalia",NA
"Crocidura_thomensis","Crocidura thomensis","1 - exact_fullsci_w_ssp","Crocidura thomensis",NA,NA,NA,"Mammalia",NA
"Crocidura_trichura","Crocidura trichura","1 - exact_fullsci_w_ssp","Crocidura trichura",NA,NA,NA,"Mammalia",NA
"Crocidura_turba","Crocidura turba","1 - exact_fullsci_w_ssp","Crocidura turba",NA,NA,NA,"Mammalia",NA
"Crocidura_ultima","Crocidura ultima","1 - exact_fullsci_w_ssp","Crocidura ultima",NA,NA,NA,"Mammalia",NA
"Crocidura_usambarae","Crocidura usambarae","1 - exact_fullsci_w_ssp","Crocidura usambarae",NA,NA,NA,"Mammalia",NA
"Crocidura_viaria","Crocidura viaria","1 - exact_fullsci_w_ssp","Crocidura viaria",NA,NA,NA,"Mammalia",NA
"Crocidura_virgata","Crocidura virgata","1 - exact_fullsci_w_ssp","Crocidura virgata",NA,NA,NA,"Mammalia",NA
"Crocidura_voi","Crocidura voi","1 - exact_fullsci_w_ssp","Crocidura voi",NA,NA,NA,"Mammalia",NA
"Crocidura_vorax","Crocidura vorax","1 - exact_fullsci_w_ssp","Crocidura vorax",NA,NA,NA,"Mammalia",NA
"Crocidura_vosmaeri","Crocidura vosmaeri","1 - exact_fullsci_w_ssp","Crocidura vosmaeri",NA,NA,NA,"Mammalia",NA
"Crocidura_watasei","Crocidura watasei","1 - exact_fullsci_w_ssp","Crocidura watasei",NA,NA,NA,"Mammalia",NA
"Crocidura_whitakeri","Crocidura whitakeri","1 - exact_fullsci_w_ssp","Crocidura whitakeri",NA,NA,NA,"Mammalia",NA
"Crocidura_wimmeri","Crocidura wimmeri","1 - exact_fullsci_w_ssp","Crocidura wimmeri",NA,NA,NA,"Mammalia",NA
"Crocidura_wuchihensis","Crocidura wuchihensis","1 - exact_fullsci_w_ssp","Crocidura wuchihensis",NA,NA,NA,"Mammalia",NA
"Crocidura_xantippe","Crocidura xantippe","1 - exact_fullsci_w_ssp","Crocidura xantippe",NA,NA,NA,"Mammalia",NA
"Crocidura_yankariensis","Crocidura yankariensis","1 - exact_fullsci_w_ssp","Crocidura yankariensis",NA,NA,NA,"Mammalia",NA
"Crocidura_zaitsevi","Crocidura zaitsevi","1 - exact_fullsci_w_ssp","Crocidura zaitsevi",NA,NA,NA,"Mammalia",NA
"Crocidura_zaphiri","Crocidura zaphiri","1 - exact_fullsci_w_ssp","Crocidura zaphiri",NA,NA,NA,"Mammalia",NA
"Crocidura_zarudnyi","Crocidura zarudnyi","1 - exact_fullsci_w_ssp","Crocidura zarudnyi",NA,NA,NA,"Mammalia",NA
"Crocidura_zimmeri","Crocidura zimmeri","1 - exact_fullsci_w_ssp","Crocidura zimmeri",NA,NA,NA,"Mammalia",NA
"Crocidura_zimmermanni","Crocidura zimmermanni","1 - exact_fullsci_w_ssp","Crocidura zimmermanni",NA,NA,NA,"Mammalia",NA
"Crocuta_crocuta","Crocuta crocuta","1 - exact_fullsci_w_ssp","Crocuta crocuta",NA,NA,NA,"Mammalia",NA
"Crossarchus_alexandri","Crossarchus alexandri","1 - exact_fullsci_w_ssp","Crossarchus alexandri",NA,NA,NA,"Mammalia",NA
"Crossarchus_ansorgei","Crossarchus ansorgei","1 - exact_fullsci_w_ssp","Crossarchus ansorgei",NA,NA,NA,"Mammalia",NA
"Crossarchus_obscurus","Crossarchus obscurus","1 - exact_fullsci_w_ssp","Crossarchus obscurus",NA,NA,NA,"Mammalia",NA
"Crossarchus_platycephalus","Crossarchus platycephalus","1 - exact_fullsci_w_ssp","Crossarchus platycephalus",NA,NA,NA,"Mammalia",NA
"Crossomys_moncktoni","Crossomys moncktoni","1 - exact_fullsci_w_ssp","Crossomys moncktoni",NA,NA,NA,"Mammalia",NA
"Crunomys_celebensis","Crunomys celebensis","1 - exact_fullsci_w_ssp","Crunomys celebensis",NA,NA,NA,"Mammalia",NA
"Crunomys_fallax","Crunomys fallax","1 - exact_fullsci_w_ssp","Crunomys fallax",NA,NA,NA,"Mammalia",NA
"Crunomys_melanius","Crunomys melanius","1 - exact_fullsci_w_ssp","Crunomys melanius",NA,NA,NA,"Mammalia",NA
"Crunomys_suncoides","Crunomys suncoides","1 - exact_fullsci_w_ssp","Crunomys suncoides",NA,NA,NA,"Mammalia",NA
"Cryptochloris_wintoni","Cryptochloris wintoni","1 - exact_fullsci_w_ssp","Cryptochloris wintoni",NA,NA,NA,"Mammalia",NA
"Cryptochloris_zyli","Cryptochloris zyli","1 - exact_fullsci_w_ssp","Cryptochloris zyli",NA,NA,NA,"Mammalia",NA
"Cryptomys_hottentotus","Cryptomys hottentotus","1 - exact_fullsci_w_ssp","Cryptomys hottentotus",NA,NA,NA,"Mammalia",NA
"Cryptonanus_agricolai","Cryptonanus agricolai","1 - exact_fullsci_w_ssp","Cryptonanus agricolai",NA,NA,NA,"Mammalia",NA
"Cryptonanus_chacoensis","Cryptonanus chacoensis","1 - exact_fullsci_w_ssp","Cryptonanus chacoensis",NA,NA,NA,"Mammalia",NA
"Cryptonanus_guahybae","Cryptonanus guahybae","1 - exact_fullsci_w_ssp","Cryptonanus guahybae",NA,NA,NA,"Mammalia",NA
"Cryptonanus_unduaviensis","Cryptonanus unduaviensis","1 - exact_fullsci_w_ssp","Cryptonanus unduaviensis",NA,NA,NA,"Mammalia",NA
"Cryptoprocta_ferox","Cryptoprocta ferox","1 - exact_fullsci_w_ssp","Cryptoprocta ferox",NA,NA,NA,"Mammalia",NA
"Cryptoprocta_spelea","Cryptoprocta spelea","1 - exact_fullsci_w_ssp","Cryptoprocta spelea",NA,NA,NA,"Mammalia",NA
"Cryptotis_alticola","Cryptotis alticola","1 - exact_fullsci_w_ssp","Cryptotis alticola",NA,NA,NA,"Mammalia",NA
"Cryptotis_aroensis","Cryptotis aroensis","1 - exact_fullsci_w_ssp","Cryptotis aroensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_brachyonyx","Cryptotis brachyonyx","1 - exact_fullsci_w_ssp","Cryptotis brachyonyx",NA,NA,NA,"Mammalia",NA
"Cryptotis_endersi","Cryptotis endersi","1 - exact_fullsci_w_ssp","Cryptotis endersi",NA,NA,NA,"Mammalia",NA
"Cryptotis_equatoris","Cryptotis equatoris","1 - exact_fullsci_w_ssp","Cryptotis equatoris",NA,NA,NA,"Mammalia",NA
"Cryptotis_goldmani","Cryptotis goldmani","1 - exact_fullsci_w_ssp","Cryptotis goldmani",NA,NA,NA,"Mammalia",NA
"Cryptotis_goodwini","Cryptotis goodwini","1 - exact_fullsci_w_ssp","Cryptotis goodwini",NA,NA,NA,"Mammalia",NA
"Cryptotis_gracilis","Cryptotis gracilis","1 - exact_fullsci_w_ssp","Cryptotis gracilis",NA,NA,NA,"Mammalia",NA
"Cryptotis_griseoventris","Cryptotis griseoventris","1 - exact_fullsci_w_ssp","Cryptotis griseoventris",NA,NA,NA,"Mammalia",NA
"Cryptotis_hondurensis","Cryptotis hondurensis","1 - exact_fullsci_w_ssp","Cryptotis hondurensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_lacandonensis","Cryptotis lacandonensis","1 - exact_fullsci_w_ssp","Cryptotis lacandonensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_lacertosus","Cryptotis lacertosus","1 - exact_fullsci_w_ssp","Cryptotis lacertosus",NA,NA,NA,"Mammalia",NA
"Cryptotis_mam","Cryptotis mam","1 - exact_fullsci_w_ssp","Cryptotis mam",NA,NA,NA,"Mammalia",NA
"Cryptotis_mayensis","Cryptotis mayensis","1 - exact_fullsci_w_ssp","Cryptotis mayensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_meridensis","Cryptotis meridensis","1 - exact_fullsci_w_ssp","Cryptotis meridensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_merriami","Cryptotis merriami","1 - exact_fullsci_w_ssp","Cryptotis merriami",NA,NA,NA,"Mammalia",NA
"Cryptotis_nelsoni","Cryptotis nelsoni","1 - exact_fullsci_w_ssp","Cryptotis nelsoni",NA,NA,NA,"Mammalia",NA
"Cryptotis_niausa","Cryptotis niausa","1 - exact_fullsci_w_ssp","Cryptotis niausa",NA,NA,NA,"Mammalia",NA
"Cryptotis_nigrescens","Cryptotis nigrescens","1 - exact_fullsci_w_ssp","Cryptotis nigrescens",NA,NA,NA,"Mammalia",NA
"Cryptotis_oreoryctes","Cryptotis oreoryctes","1 - exact_fullsci_w_ssp","Cryptotis oreoryctes",NA,NA,NA,"Mammalia",NA
"Cryptotis_perijensis","Cryptotis perijensis","1 - exact_fullsci_w_ssp","Cryptotis perijensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_peruviensis","Cryptotis peruviensis","1 - exact_fullsci_w_ssp","Cryptotis peruviensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_phillipsii","Cryptotis phillipsii","1 - exact_fullsci_w_ssp","Cryptotis phillipsii",NA,NA,NA,"Mammalia",NA
"Cryptotis_squamipes","Cryptotis squamipes","1 - exact_fullsci_w_ssp","Cryptotis squamipes",NA,NA,NA,"Mammalia",NA
"Cryptotis_tamensis","Cryptotis tamensis","1 - exact_fullsci_w_ssp","Cryptotis tamensis",NA,NA,NA,"Mammalia",NA
"Cryptotis_thomasi","Cryptotis thomasi","1 - exact_fullsci_w_ssp","Cryptotis thomasi",NA,NA,NA,"Mammalia",NA
"Cryptotis_tropicalis","Cryptotis tropicalis","1 - exact_fullsci_w_ssp","Cryptotis tropicalis",NA,NA,NA,"Mammalia",NA
"Cryptotis_venezuelensis","Cryptotis venezuelensis","1 - exact_fullsci_w_ssp","Cryptotis venezuelensis",NA,NA,NA,"Mammalia",NA
"Ctenodactylus_gundi","Ctenodactylus gundi","1 - exact_fullsci_w_ssp","Ctenodactylus gundi",NA,NA,NA,"Mammalia",NA
"Ctenodactylus_vali","Ctenodactylus vali","1 - exact_fullsci_w_ssp","Ctenodactylus vali",NA,NA,NA,"Mammalia",NA
"Ctenomys_andersoni","Ctenomys andersoni","1 - exact_fullsci_w_ssp","Ctenomys andersoni",NA,NA,NA,"Mammalia",NA
"Ctenomys_argentinus","Ctenomys argentinus","1 - exact_fullsci_w_ssp","Ctenomys argentinus",NA,NA,NA,"Mammalia",NA
"Ctenomys_australis","Ctenomys australis","1 - exact_fullsci_w_ssp","Ctenomys australis",NA,NA,NA,"Mammalia",NA
"Ctenomys_bergi","Ctenomys bergi","1 - exact_fullsci_w_ssp","Ctenomys bergi",NA,NA,NA,"Mammalia",NA
"Ctenomys_boliviensis","Ctenomys boliviensis","1 - exact_fullsci_w_ssp","Ctenomys boliviensis",NA,NA,NA,"Mammalia",NA
"Ctenomys_bonettoi","Ctenomys bonettoi","1 - exact_fullsci_w_ssp","Ctenomys bonettoi",NA,NA,NA,"Mammalia",NA
"Ctenomys_brasiliensis","Ctenomys brasiliensis","1 - exact_fullsci_w_ssp","Ctenomys brasiliensis",NA,NA,NA,"Mammalia",NA
"Ctenomys_coludo","Ctenomys coludo","1 - exact_fullsci_w_ssp","Ctenomys coludo",NA,NA,NA,"Mammalia",NA
"Ctenomys_conoveri","Ctenomys conoveri","1 - exact_fullsci_w_ssp","Ctenomys conoveri",NA,NA,NA,"Mammalia",NA
"Ctenomys_dorbignyi","Ctenomys dorbignyi","1 - exact_fullsci_w_ssp","Ctenomys dorbignyi",NA,NA,NA,"Mammalia",NA
"Ctenomys_dorsalis","Ctenomys dorsalis","1 - exact_fullsci_w_ssp","Ctenomys dorsalis",NA,NA,NA,"Mammalia",NA
"Ctenomys_emilianus","Ctenomys emilianus","1 - exact_fullsci_w_ssp","Ctenomys emilianus",NA,NA,NA,"Mammalia",NA
"Ctenomys_erikacuellarae","Ctenomys erikacuellarae","1 - exact_fullsci_w_ssp","Ctenomys erikacuellarae",NA,NA,NA,"Mammalia",NA
"Ctenomys_famosus","Ctenomys famosus","1 - exact_fullsci_w_ssp","Ctenomys famosus",NA,NA,NA,"Mammalia",NA
"Ctenomys_flamarioni","Ctenomys flamarioni","1 - exact_fullsci_w_ssp","Ctenomys flamarioni",NA,NA,NA,"Mammalia",NA
"Ctenomys_fochi","Ctenomys fochi","1 - exact_fullsci_w_ssp","Ctenomys fochi",NA,NA,NA,"Mammalia",NA
"Ctenomys_fodax","Ctenomys fodax","1 - exact_fullsci_w_ssp","Ctenomys fodax",NA,NA,NA,"Mammalia",NA
"Ctenomys_frater","Ctenomys frater","1 - exact_fullsci_w_ssp","Ctenomys frater",NA,NA,NA,"Mammalia",NA
"Ctenomys_fulvus","Ctenomys fulvus","1 - exact_fullsci_w_ssp","Ctenomys fulvus",NA,NA,NA,"Mammalia",NA
"Ctenomys_haigi","Ctenomys haigi","1 - exact_fullsci_w_ssp","Ctenomys haigi",NA,NA,NA,"Mammalia",NA
"Ctenomys_ibicuiensis","Ctenomys ibicuiensis","1 - exact_fullsci_w_ssp","Ctenomys ibicuiensis",NA,NA,NA,"Mammalia",NA
"Ctenomys_johannis","Ctenomys johannis","1 - exact_fullsci_w_ssp","Ctenomys johannis",NA,NA,NA,"Mammalia",NA
"Ctenomys_juris","Ctenomys juris","1 - exact_fullsci_w_ssp","Ctenomys juris",NA,NA,NA,"Mammalia",NA
"Ctenomys_knighti","Ctenomys knighti","1 - exact_fullsci_w_ssp","Ctenomys knighti",NA,NA,NA,"Mammalia",NA
"Ctenomys_lami","Ctenomys lami","1 - exact_fullsci_w_ssp","Ctenomys lami",NA,NA,NA,"Mammalia",NA
"Ctenomys_latro","Ctenomys latro","1 - exact_fullsci_w_ssp","Ctenomys latro",NA,NA,NA,"Mammalia",NA
"Ctenomys_lessai","Ctenomys lessai","1 - exact_fullsci_w_ssp","Ctenomys lessai",NA,NA,NA,"Mammalia",NA
"Ctenomys_leucodon","Ctenomys leucodon","1 - exact_fullsci_w_ssp","Ctenomys leucodon",NA,NA,NA,"Mammalia",NA
"Ctenomys_lewisi","Ctenomys lewisi","1 - exact_fullsci_w_ssp","Ctenomys lewisi",NA,NA,NA,"Mammalia",NA
"Ctenomys_magellanicus","Ctenomys magellanicus","1 - exact_fullsci_w_ssp","Ctenomys magellanicus",NA,NA,NA,"Mammalia",NA
"Ctenomys_maulinus","Ctenomys maulinus","1 - exact_fullsci_w_ssp","Ctenomys maulinus",NA,NA,NA,"Mammalia",NA
"Ctenomys_mendocinus","Ctenomys mendocinus","1 - exact_fullsci_w_ssp","Ctenomys mendocinus",NA,NA,NA,"Mammalia",NA
"Ctenomys_minutus","Ctenomys minutus","1 - exact_fullsci_w_ssp","Ctenomys minutus",NA,NA,NA,"Mammalia",NA
"Ctenomys_occultus","Ctenomys occultus","1 - exact_fullsci_w_ssp","Ctenomys occultus",NA,NA,NA,"Mammalia",NA
"Ctenomys_opimus","Ctenomys opimus","1 - exact_fullsci_w_ssp","Ctenomys opimus",NA,NA,NA,"Mammalia",NA
"Ctenomys_osvaldoreigi","Ctenomys osvaldoreigi","1 - exact_fullsci_w_ssp","Ctenomys osvaldoreigi",NA,NA,NA,"Mammalia",NA
"Ctenomys_pearsoni","Ctenomys pearsoni","1 - exact_fullsci_w_ssp","Ctenomys pearsoni",NA,NA,NA,"Mammalia",NA
"Ctenomys_perrensi","Ctenomys perrensi","1 - exact_fullsci_w_ssp","Ctenomys perrensi",NA,NA,NA,"Mammalia",NA
"Ctenomys_peruanus","Ctenomys peruanus","1 - exact_fullsci_w_ssp","Ctenomys peruanus",NA,NA,NA,"Mammalia",NA
"Ctenomys_pilarensis","Ctenomys pilarensis","1 - exact_fullsci_w_ssp","Ctenomys pilarensis",NA,NA,NA,"Mammalia",NA
"Ctenomys_pontifex","Ctenomys pontifex","1 - exact_fullsci_w_ssp","Ctenomys pontifex",NA,NA,NA,"Mammalia",NA
"Ctenomys_pundti","Ctenomys pundti","1 - exact_fullsci_w_ssp","Ctenomys pundti",NA,NA,NA,"Mammalia",NA
"Ctenomys_rionegrensis","Ctenomys rionegrensis","1 - exact_fullsci_w_ssp","Ctenomys rionegrensis",NA,NA,NA,"Mammalia",NA
"Ctenomys_roigi","Ctenomys roigi","1 - exact_fullsci_w_ssp","Ctenomys roigi",NA,NA,NA,"Mammalia",NA
"Ctenomys_saltarius","Ctenomys saltarius","1 - exact_fullsci_w_ssp","Ctenomys saltarius",NA,NA,NA,"Mammalia",NA
"Ctenomys_scagliai","Ctenomys scagliai","1 - exact_fullsci_w_ssp","Ctenomys scagliai",NA,NA,NA,"Mammalia",NA
"Ctenomys_sericeus","Ctenomys sericeus","1 - exact_fullsci_w_ssp","Ctenomys sericeus",NA,NA,NA,"Mammalia",NA
"Ctenomys_sociabilis","Ctenomys sociabilis","1 - exact_fullsci_w_ssp","Ctenomys sociabilis",NA,NA,NA,"Mammalia",NA
"Ctenomys_steinbachi","Ctenomys steinbachi","1 - exact_fullsci_w_ssp","Ctenomys steinbachi",NA,NA,NA,"Mammalia",NA
"Ctenomys_talarum","Ctenomys talarum","1 - exact_fullsci_w_ssp","Ctenomys talarum",NA,NA,NA,"Mammalia",NA
"Ctenomys_torquatus","Ctenomys torquatus","1 - exact_fullsci_w_ssp","Ctenomys torquatus",NA,NA,NA,"Mammalia",NA
"Ctenomys_tuconax","Ctenomys tuconax","1 - exact_fullsci_w_ssp","Ctenomys tuconax",NA,NA,NA,"Mammalia",NA
"Ctenomys_tucumanus","Ctenomys tucumanus","1 - exact_fullsci_w_ssp","Ctenomys tucumanus",NA,NA,NA,"Mammalia",NA
"Ctenomys_tulduco","Ctenomys tulduco","1 - exact_fullsci_w_ssp","Ctenomys tulduco",NA,NA,NA,"Mammalia",NA
"Ctenomys_validus","Ctenomys validus","1 - exact_fullsci_w_ssp","Ctenomys validus",NA,NA,NA,"Mammalia",NA
"Ctenomys_viperinus","Ctenomys viperinus","1 - exact_fullsci_w_ssp","Ctenomys viperinus",NA,NA,NA,"Mammalia",NA
"Ctenomys_yatesi","Ctenomys yatesi","1 - exact_fullsci_w_ssp","Ctenomys yatesi",NA,NA,NA,"Mammalia",NA
"Ctenomys_yolandae","Ctenomys yolandae","1 - exact_fullsci_w_ssp","Ctenomys yolandae",NA,NA,NA,"Mammalia",NA
"Cuniculus_paca","Cuniculus paca","1 - exact_fullsci_w_ssp","Cuniculus paca",NA,NA,NA,"Mammalia",NA
"Cuniculus_taczanowskii","Cuniculus taczanowskii","1 - exact_fullsci_w_ssp","Cuniculus taczanowskii",NA,NA,NA,"Mammalia",NA
"Cuon_alpinus","Cuon alpinus","1 - exact_fullsci_w_ssp","Cuon alpinus",NA,NA,NA,"Mammalia",NA
"Cuscomys_ashaninka","Cuscomys ashaninka","1 - exact_fullsci_w_ssp","Cuscomys ashaninka",NA,NA,NA,"Mammalia",NA
"Cyclopes_didactylus","Cyclopes didactylus","1 - exact_fullsci_w_ssp","Cyclopes didactylus",NA,NA,NA,"Mammalia",NA
"Cynictis_penicillata","Cynictis penicillata","1 - exact_fullsci_w_ssp","Cynictis penicillata",NA,NA,NA,"Mammalia",NA
"Cynocephalus_volans","Cynocephalus volans","1 - exact_fullsci_w_ssp","Cynocephalus volans",NA,NA,NA,"Mammalia",NA
"Cynogale_bennettii","Cynogale bennettii","1 - exact_fullsci_w_ssp","Cynogale bennettii",NA,NA,NA,"Mammalia",NA
"Cynomops_abrasus","Cynomops abrasus","1 - exact_fullsci_w_ssp","Cynomops abrasus",NA,NA,NA,"Mammalia",NA
"Cynomops_greenhalli","Cynomops greenhalli","1 - exact_fullsci_w_ssp","Cynomops greenhalli",NA,NA,NA,"Mammalia",NA
"Cynomops_mexicanus","Cynomops mexicanus","1 - exact_fullsci_w_ssp","Cynomops mexicanus",NA,NA,NA,"Mammalia",NA
"Cynomops_planirostris","Cynomops planirostris","1 - exact_fullsci_w_ssp","Cynomops planirostris",NA,NA,NA,"Mammalia",NA
"Cynomys_gunnisoni","Cynomys gunnisoni","1 - exact_fullsci_w_ssp","Cynomys gunnisoni",NA,NA,NA,"Mammalia",NA
"Cynomys_leucurus","Cynomys leucurus","1 - exact_fullsci_w_ssp","Cynomys leucurus",NA,NA,NA,"Mammalia",NA
"Cynomys_ludovicianus","Cynomys ludovicianus","1 - exact_fullsci_w_ssp","Cynomys ludovicianus",NA,NA,NA,"Mammalia",NA
"Cynomys_mexicanus","Cynomys mexicanus","1 - exact_fullsci_w_ssp","Cynomys mexicanus",NA,NA,NA,"Mammalia",NA
"Cynomys_parvidens","Cynomys parvidens","1 - exact_fullsci_w_ssp","Cynomys parvidens",NA,NA,NA,"Mammalia",NA
"Cynopterus_brachyotis","Cynopterus brachyotis","1 - exact_fullsci_w_ssp","Cynopterus brachyotis",NA,NA,NA,"Mammalia",NA
"Cynopterus_horsfieldii","Cynopterus horsfieldii","1 - exact_fullsci_w_ssp","Cynopterus horsfieldii",NA,NA,NA,"Mammalia",NA
"Cynopterus_luzoniensis","Cynopterus luzoniensis","1 - exact_fullsci_w_ssp","Cynopterus luzoniensis",NA,NA,NA,"Mammalia",NA
"Cynopterus_minutus","Cynopterus minutus","1 - exact_fullsci_w_ssp","Cynopterus minutus",NA,NA,NA,"Mammalia",NA
"Cynopterus_nusatenggara","Cynopterus nusatenggara","1 - exact_fullsci_w_ssp","Cynopterus nusatenggara",NA,NA,NA,"Mammalia",NA
"Cynopterus_sphinx","Cynopterus sphinx","1 - exact_fullsci_w_ssp","Cynopterus sphinx",NA,NA,NA,"Mammalia",NA
"Cynopterus_titthaecheilus","Cynopterus titthaecheilus","1 - exact_fullsci_w_ssp","Cynopterus titthaecheilus",NA,NA,NA,"Mammalia",NA
"Cystophora_cristata","Cystophora cristata","1 - exact_fullsci_w_ssp","Cystophora cristata",NA,NA,NA,"Mammalia",NA
"Cyttarops_alecto","Cyttarops alecto","1 - exact_fullsci_w_ssp","Cyttarops alecto",NA,NA,NA,"Mammalia",NA
"Dacnomys_millardi","Dacnomys millardi","1 - exact_fullsci_w_ssp","Dacnomys millardi",NA,NA,NA,"Mammalia",NA
"Dactylomys_boliviensis","Dactylomys boliviensis","1 - exact_fullsci_w_ssp","Dactylomys boliviensis",NA,NA,NA,"Mammalia",NA
"Dactylomys_dactylinus","Dactylomys dactylinus","1 - exact_fullsci_w_ssp","Dactylomys dactylinus",NA,NA,NA,"Mammalia",NA
"Dactylomys_peruanus","Dactylomys peruanus","1 - exact_fullsci_w_ssp","Dactylomys peruanus",NA,NA,NA,"Mammalia",NA
"Dactylopsila_megalura","Dactylopsila megalura","1 - exact_fullsci_w_ssp","Dactylopsila megalura",NA,NA,NA,"Mammalia",NA
"Dactylopsila_tatei","Dactylopsila tatei","1 - exact_fullsci_w_ssp","Dactylopsila tatei",NA,NA,NA,"Mammalia",NA
"Dactylopsila_trivirgata","Dactylopsila trivirgata","1 - exact_fullsci_w_ssp","Dactylopsila trivirgata",NA,NA,NA,"Mammalia",NA
"Dama_dama","Dama dama","1 - exact_fullsci_w_ssp","Dama dama",NA,NA,NA,"Mammalia",NA
"Dama_mesopotamica","Dama mesopotamica","1 - exact_fullsci_w_ssp","Dama mesopotamica",NA,NA,NA,"Mammalia",NA
"Damaliscus_lunatus","Damaliscus lunatus","1 - exact_fullsci_w_ssp","Damaliscus lunatus",NA,NA,NA,"Mammalia",NA
"Damaliscus_pygargus","Damaliscus pygargus","1 - exact_fullsci_w_ssp","Damaliscus pygargus",NA,NA,NA,"Mammalia",NA
"Dasycercus_blythi","Dasycercus blythi","1 - exact_fullsci_w_ssp","Dasycercus blythi",NA,NA,NA,"Mammalia",NA
"Dasycercus_cristicauda","Dasycercus cristicauda","1 - exact_fullsci_w_ssp","Dasycercus cristicauda",NA,NA,NA,"Mammalia",NA
