"Accepted","Synonym"
"Nyctophilus_sherrini","Nyctophilus_timoriensis"
"Nyctophilus_shirleyae","Nyctophilus_shirleyae"
"Nyctophilus_shirleyae","Nyctophilus_timoriensis"
"Nyctophilus_walkeri","Nyctophilus_walkeri"
"Ochotona_alpina","Ochotona_alpina"
"Ochotona_alpina","Lepus_alpinus"
"Ochotona_argentata","Ochotona_argentata"
"Ochotona_argentata","Ochotona_helanshanensis"
"Ochotona_argentata","Ochotona_pallasi"
"Ochotona_cansus","Ochotona_cansus"
"Ochotona_collaris","Ochotona_collaris"
"Ochotona_collaris","Lagomys_collaris"
"Ochotona_coreana","Ochotona_coreana"
"Ochotona_coreana","Ochotona_hyperborea"
"Ochotona_curzoniae","Ochotona_curzoniae"
"Ochotona_curzoniae","Lagomys_curzoniae"
"Ochotona_curzoniae","Lagomys_melanostoma"
"Ochotona_curzoniae","Ochotona_melanostoma"
"Ochotona_dauurica","Ochotona_dauurica"
"Ochotona_dauurica","Lepus_dauuricus"
"Ochotona_erythrotis","Ochotona_erythrotis"
"Ochotona_erythrotis","Lagomys_erythrotis"
"Ochotona_forresti","Ochotona_forresti"
"Ochotona_forresti","Ochotona_gaoligongensis"
"Ochotona_forresti","Ochotona_nigritia"
"Ochotona_gloveri","Ochotona_gloveri"
"Ochotona_hoffmanni","Ochotona_hoffmanni"
"Ochotona_hoffmanni","Ochotona_alpina"
"Ochotona_hyperborea","Ochotona_hyperborea"
"Ochotona_iliensis","Ochotona_iliensis"
"Ochotona_koslowi","Ochotona_koslowi"
"Ochotona_ladacensis","Ochotona_ladacensis"
"Ochotona_ladacensis","Ochotona_macrotis"
"Ochotona_macrotis","Ochotona_macrotis"
"Ochotona_mantchurica","Ochotona_mantchurica"
"Ochotona_mantchurica","Ochotona_scorodumovi"
"Ochotona_nubrica","Ochotona_nubrica"
"Ochotona_princeps","Ochotona_princeps"
"Ochotona_princeps","Lepus_princeps"
"Ochotona_pusilla","Ochotona_pusilla"
"Ochotona_pusilla","Lepus_pusilla"
"Ochotona_rufescens","Ochotona_rufescens"
"Ochotona_rutila","Ochotona_rutila"
"Ochotona_rutila","Lagomys_rutilus"
"Ochotona_syrinx","Ochotona_syrinx"
"Ochotona_thibetana","Ochotona_thibetana"
"Ochotona_thomasi","Ochotona_thomasi"
"Ochotona_thomasi","Ochotona_ciliana"
"Ochotona_turuchanensis","Ochotona_turuchanensis"
"Ochrotomys_nuttalli","Ochrotomys_nuttalli"
"Ochrotomys_nuttalli","Arvicola_nuttalli"
"Ochrotomys_nuttalli","Mus_aureolus"
"Ochrotomys_nuttalli","Peromyscus_nuttalli"
"Octodon_degus","Octodon_degus"
"Octodon_degus","Sciurus_degus"
"Octodon_lunatus","Octodon_lunatus"
"Octodon_pacificus","Octodon_pacificus"
"Octodontomys_gliroides","Octodontomys_gliroides"
"Octodontomys_gliroides","Octodontomys_simonsi"
"Octomys_mimax","Octomys_mimax"
"Odobenus_rosmarus","Odobenus_rosmarus"
"Odobenus_rosmarus","Hemicaulodon_effodiens"
"Odobenus_rosmarus","Odebenus_rosmarus"
"Odobenus_rosmarus","Odobaenus_rosmarus"
"Odobenus_rosmarus","Odobenotherium_lartetianum"
"Odobenus_rosmarus","Odobenotherium_virginianum"
"Odobenus_rosmarus","Odobenus_arcticus"
"Odobenus_rosmarus","Odobenus_virginianus"
"Odobenus_rosmarus","Phoca_rosmarus"
"Odobenus_rosmarus","Rosmarus_arcticus"
"Odobenus_rosmarus","Rosmarus_rosmarus"
"Odobenus_rosmarus","Trichechus_rosmarus"
"Odobenus_rosmarus","Trichechus_virginianus"
"Odocoileus_hemionus","Odocoileus_hemionus"
"Odocoileus_hemionus","Cariacus_ensifer"
"Odocoileus_hemionus","Cervus_hemionus"
"Odocoileus_hemionus","Dama_ensifer"
"Odocoileus_hemionus","Dama_hemionus"
"Odocoileus_hemionus","Odocoileus_cascensis"
"Odocoileus_hemionus","Odocoileus_columbianus"
"Odocoileus_hemionus","Odocoileus_ensifer"
"Odocoileus_virginianus","Odocoileus_virginianus"
"Odocoileus_virginianus","Cervus_virginianus"
"Odocoileus_virginianus","Dama_virginiana"
"Odocoileus_virginianus","Odocoileus_cooki"
"Odocoileus_virginianus","Odocoileus_sheridanus"
"Oecomys_auyantepui","Oecomys_auyantepui"
"Oecomys_bicolor","Oecomys_bicolor"
"Oecomys_bicolor","?_bicolor"
"Oecomys_bicolor","Oecomys_endersi"
"Oecomys_bicolor","Oecomys_florenciae"
"Oecomys_bicolor","Oecomys_milleri"
"Oecomys_bicolor","Oecomys_trabeatus"
"Oecomys_bicolor","Oryzomys_bicolor"
"Oecomys_catherinae","Oecomys_catherinae"
"Oecomys_cleberi","Oecomys_cleberi"
"Oecomys_concolor","Oecomys_concolor"
"Oecomys_concolor","Hesperomys_concolor"
"Oecomys_concolor","Oryzomys_concolor"
"Oecomys_flavicans","Oecomys_flavicans"
"Oecomys_flavicans","Oryzomys_flavicans"
"Oecomys_mamorae","Oecomys_mamorae"
"Oecomys_mamorae","Oryzomys_mamorae"
"Oecomys_paricola","Oecomys_paricola"
"Oecomys_phaeotis","Oecomys_phaeotis"
"Oecomys_rex","Oecomys_rex"
"Oecomys_rex","Oecomys_regalis"
"Oecomys_roberti","Oecomys_roberti"
"Oecomys_rutilus","Oecomys_rutilus"
"Oecomys_speciosus","Oecomys_speciosus"
"Oecomys_superans","Oecomys_superans"
"Oecomys_sydandersoni","Oecomys_sydandersoni"
"Oecomys_trinitatis","Oecomys_trinitatis"
"Oecomys_trinitatis","Oryzomys_frontalis"
"Oecomys_trinitatis","Oryzomys_tectus"
"Oenomys_hypoxanthus","Oenomys_hypoxanthus"
"Oenomys_hypoxanthus","Mus_hypoxanthus"
"Oenomys_hypoxanthus","Oenomys_bacchante"
"Oenomys_ornatus","Oenomys_ornatus"
"Okapia_johnstoni","Okapia_johnstoni"
"Okapia_johnstoni","Equus_johnstoni"
"Olallamys_albicauda","Olallamys_albicauda"
"Olallamys_albicauda","Thrinacodus_albicauda"
"Olallamys_edax","Olallamys_edax"
"Olallamys_edax","Thrinacodus_edax"
"Oligoryzomys_andinus","Oligoryzomys_andinus"
"Oligoryzomys_andinus","Oryzomys_andinus"
"Oligoryzomys_arenalis","Oligoryzomys_arenalis"
"Oligoryzomys_arenalis","Oryzomys_arenalis"
"Oligoryzomys_brendae","Oligoryzomys_brendae"
"Oligoryzomys_chacoensis","Oligoryzomys_chacoensis"
"Oligoryzomys_chacoensis","Oryzomys_chacoensis"
"Oligoryzomys_destructor","Oligoryzomys_destructor"
"Oligoryzomys_destructor","Oryzomys_spodiurus"
"Oligoryzomys_destructor","Oryzomys_stolzmanni"
"Oligoryzomys_flavescens","Oligoryzomys_flavescens"
"Oligoryzomys_flavescens","?_flavescens"
"Oligoryzomys_fulvescens","Oligoryzomys_fulvescens"
"Oligoryzomys_fulvescens","?_fulvescens"
"Oligoryzomys_fulvescens","Oligoryzomys_costaricensis"
"Oligoryzomys_fulvescens","Oryzomys_costaricensis"
"Oligoryzomys_fulvescens","Oryzomys_fulvescens"
"Oligoryzomys_fulvescens","Oryzomys_nicaraguae"
"Oligoryzomys_griseolus","Oligoryzomys_griseolus"
"Oligoryzomys_longicaudatus","Oligoryzomys_longicaudatus"
"Oligoryzomys_longicaudatus","?_longicaudatus"
"Oligoryzomys_longicaudatus","Oryzomys_longicaudatus"
"Oligoryzomys_microtis","Oligoryzomys_microtis"
"Oligoryzomys_microtis","Oryzomys_mattogrossae"
"Oligoryzomys_microtis","Oryzomys_microtis"
"Oligoryzomys_moojeni","Oligoryzomys_moojeni"
"Oligoryzomys_nigripes","Oligoryzomys_nigripes"
"Oligoryzomys_nigripes","?_nigripes"
"Oligoryzomys_nigripes","Oryzomys_nigripes"
"Oligoryzomys_rupestris","Oligoryzomys_rupestris"
"Oligoryzomys_stramineus","Oligoryzomys_stramineus"
"Oligoryzomys_vegetus","Oligoryzomys_vegetus"
"Oligoryzomys_vegetus","Oryzomys_fulvescens"
"Oligoryzomys_victus","Oligoryzomys_victus"
"Oligoryzomys_victus","?_victus"
"Oligoryzomys_victus","Oryzomys_victus"
"Ommatophoca_rossii","Ommatophoca_rossii"
"Ondatra_zibethicus","Ondatra_zibethicus"
"Ondatra_zibethicus","Castor_zibethicus"
"Ondatra_zibethicus","Fiber_macrodon"
"Ondatra_zibethicus","Fiber_nebrascensis"
"Ondatra_zibethicus","Fiber_obscurus"
"Ondatra_zibethicus","Fiber_occipitalis"
"Ondatra_zibethicus","Fiber_osoyoosensis"
"Ondatra_zibethicus","Fiber_spatulatus"
"Ondatra_zibethicus","Fiber_zibethicus"
"Ondatra_zibethicus","Ondatra_americana"
"Ondatra_zibethicus","Ondatra_nebrascensis"
"Ondatra_zibethicus","Ondatra_triradicatus"
"Ondatra_zibethicus","Ondatra_zibethica"
"Onychogalea_lunata","Onychogalea_lunata"
"Onychogalea_lunata","Macropus_lunatus"
"Onychogalea_unguifera","Onychogalea_unguifera"
"Onychogalea_unguifera","Macropus_unguifer"
"Onychogalea_unguifera","Onychogalea_unguifer"
"Onychomys_arenicola","Onychomys_arenicola"
"Onychomys_arenicola","Onychomys_torridus"
"Onychomys_leucogaster","Onychomys_leucogaster"
"Onychomys_leucogaster","Hypudaeus_leucogaster"
"Onychomys_leucogaster","Mus_missouriensis"
"Onychomys_leucogaster","Onychomys_arcticeps"
"Onychomys_leucogaster","Onychomys_fuliginosus"
"Onychomys_leucogaster","Onychomys_leucogriseus"
"Onychomys_leucogaster","Onychomys_longipes"
"Onychomys_leucogaster","Onychomys_melanophrys"
"Onychomys_leucogaster","Onychomys_ruidosae"
"Onychomys_torridus","Onychomys_torridus"
"Onychomys_torridus","Hesperomys_torridus"
"Onychomys_torridus","Onychomys_longicaudus"
"Onychomys_torridus","Onychomys_macrotis"
"Onychomys_torridus","Onychomys_pulcher"
"Onychomys_torridus","Onychomys_ramona"
"Orcaella_brevirostris","Orcaella_brevirostris"
"Orcaella_brevirostris","Orca_brevirostris"
"Orcaella_brevirostris","Orcaella_fluminalis"
"Orcaella_brevirostris","Orcella_brevirostris"
"Orcaella_brevirostris","Orcella_fluminalis"
"Orcaella_brevirostris","Phocaena_brevirostris"
"Orcaella_heinsohni","Orcaella_heinsohni"
"Orcinus_orca","Orcinus_orca"
"Orcinus_orca","Delphinus_duhameli"
"Orcinus_orca","Delphinus_gladiator"
"Orcinus_orca","Delphinus_grampus"
"Orcinus_orca","Delphinus_orca"
"Orcinus_orca","Delphinus_serra"
"Orcinus_orca","Delphinus_victorini"
"Orcinus_orca","Grampus_orca"
"Orcinus_orca","Grampus_rectipinna"
"Orcinus_orca","Grampus_vectipinna"
"Orcinus_orca","Ophysia_pacifica"
"Orcinus_orca","Orca_africana"
"Orcinus_orca","Orca_antarctica"
"Orcinus_orca","Orca_ater"
"Orcinus_orca","Orca_atra"
"Orcinus_orca","Orca_capensis"
"Orcinus_orca","Orca_eschrichtii"
"Orcinus_orca","Orca_glacialis"
"Orcinus_orca","Orca_gladiator"
"Orcinus_orca","Orca_latirostris"
"Orcinus_orca","Orca_magellanica"
"Orcinus_orca","Orca_megellanica"
"Orcinus_orca","Orca_minor"
"Orcinus_orca","Orca_orca"
"Orcinus_orca","Orca_pacifica"
"Orcinus_orca","Orca_rectipinna"
"Orcinus_orca","Orca_schlegelii"
"Orcinus_orca","Orca_stenorhyncha"
"Orcinus_orca","Orca_tasmanica"
"Orcinus_orca","Orcinus_glacialis"
"Orcinus_orca","Orcinus_morzerbruynsus"
"Orcinus_orca","Orcinus_nanus"
"Orcinus_orca","Orcinus_rectipinna"
"Orcinus_orca","Phocaena_orca"
"Orcinus_orca","Physeter_microps"
"Oreamnos_americanus","Oreamnos_americanus"
"Oreamnos_americanus","?_montanus"
"Oreamnos_americanus","Antilope_lanigera"
"Oreamnos_americanus","Aplocerus_montanus"
"Oreamnos_americanus","Haplocerus_montanus"
"Oreamnos_americanus","Oreamnos_montanus"
"Oreamnos_americanus","Ovis_montana"
"Oreamnos_americanus","Rupicapra_americana"
"Oreoryzomys_balneator","Oreoryzomys_balneator"
"Oreoryzomys_balneator","Oryzomys_balneator"
"Oreotragus_oreotragus","Oreotragus_oreotragus"
"Oreotragus_oreotragus","Antilope_oreotragus"
"Ornithorhynchus_anatinus","Ornithorhynchus_anatinus"
"Ornithorhynchus_anatinus","Platypus_anatinus"
"Orthogeomys_grandis","Orthogeomys_grandis"
"Orthogeomys_grandis","Geomys_grandis"
"Orthogeomys_grandis","Geomys_scalops"
"Orthogeomys_grandis","Orthogeomys_scalops"
"Orycteropus_afer","Orycteropus_afer"
"Orycteropus_afer","Myrmecophaga_afra"
"Orycteropus_afer","Myrmecophaga_capensis"
"Orycteropus_afer","Orycteropus_capensis"
"Orycteropus_afer","Orycteropus_haussanus"
"Orycteropus_afer","Orycteropus_senegalensis"
"Orycteropus_afer","Orycteropus_wertheri"
"Oryctolagus_cuniculus","Oryctolagus_cuniculus"
"Oryctolagus_cuniculus","Oryctogalus_fodiens"
"Oryctolagus_cuniculus","Oryctolagus_cnossius"
"Oryx_beisa","Oryx_beisa"
"Oryx_beisa","Antilope_beisa"
"Oryx_beisa","Oryx_gazella"
"Oryx_dammah","Oryx_dammah"
"Oryx_dammah","Antilope_dammah"
"Oryx_gazella","Oryx_gazella"
"Oryx_gazella","Capra_gazella"
"Oryx_leucoryx","Oryx_leucoryx"
"Oryx_leucoryx","Antilope_leucoryx"
"Oryx_leucoryx","Oryx_leucorix"
"Oryzomys_antillarum","Oryzomys_couesi"
"Oryzomys_couesi","Oryzomys_couesi"
"Oryzomys_couesi","Oryzomys_albiventer"
"Oryzomys_couesi","Oryzomys_antillarum"
"Oryzomys_couesi","Oryzomys_aquaticus"
"Oryzomys_couesi","Oryzomys_azuerensis"
"Oryzomys_couesi","Oryzomys_bulleri"
"Oryzomys_couesi","Oryzomys_cozumelae"
"Oryzomys_couesi","Oryzomys_crinitus"
"Oryzomys_couesi","Oryzomys_fulgens"
"Oryzomys_couesi","Oryzomys_gatunensis"
"Oryzomys_couesi","Oryzomys_goldmani"
"Oryzomys_couesi","Oryzomys_jalapae"
"Oryzomys_couesi","Oryzomys_mexicanus"
"Oryzomys_couesi","Oryzomys_molestus"
"Oryzomys_couesi","Oryzomys_peninsulae"
"Oryzomys_couesi","Oryzomys_richardsoni"
"Oryzomys_couesi","Oryzomys_richmondi"
"Oryzomys_couesi","Oryzomys_rufus"
"Oryzomys_couesi","Oryzomys_teapensis"
"Oryzomys_couesi","Oryzomys_zygomaticus"
"Oryzomys_dimidiatus","Oryzomys_dimidiatus"
"Oryzomys_gorgasi","Oryzomys_gorgasi"
"Oryzomys_nelsoni","Oryzomys_nelsoni"
"Oryzomys_palustris","Oryzomys_palustris"
"Oryzomys_palustris","Mus_palustris"
"Oryzomys_palustris","Oryzomys_argentatus"
"Oryzomys_palustris","Oryzomys_natator"
"Oryzomys_palustris","Oryzomys_texensis"
"Oryzorictes_hova","Oryzorictes_hova"
"Oryzorictes_hova","Oryzorictes_talpoides"
"Oryzorictes_tetradactylus","Oryzorictes_tetradactylus"
"Oryzorictes_tetradactylus","Oryzorictes_teradactylus"
"Osgoodomys_banderanus","Osgoodomys_banderanus"
"Osgoodomys_banderanus","Peromyscus_banderanus"
"Otocolobus_manul","Felis_manul"
"Otocyon_megalotis","Otocyon_megalotis"
"Otocyon_megalotis","Canis_megalotis"
"Otolemur_crassicaudatus","Otolemur_crassicaudatus"
"Otolemur_crassicaudatus","Galago_crassicaudatus"
"Otolemur_garnettii","Otolemur_garnettii"
"Otolemur_garnettii","Otolicnus_garnettii"
"Otolemur_garnettii","Otolienus_garnettii"
"Otomops_formosus","Otomops_formosus"
"Otomops_johnstonei","Otomops_johnstonei"
"Otomops_madagascariensis","Otomops_madagascariensis"
"Otomops_martiensseni","Otomops_martiensseni"
"Otomops_martiensseni","Nyctinomus_martiensseni"
"Otomops_martiensseni","Otomops_icarus"
"Otomops_papuensis","Otomops_papuensis"
"Otomops_secundus","Otomops_secundus"
"Otomops_wroughtoni","Otomops_wroughtoni"
"Otomops_wroughtoni","Nyctinomus_wroughtoni"
"Otomys_anchietae","Otomys_anchietae"
"Otomys_angoniensis","Otomys_angoniensis"
"Otomys_angoniensis","Otomys_mashona"
"Otomys_angoniensis","Otomys_nyikae"
"Otomys_angoniensis","Otomys_rowleyi"
"Otomys_angoniensis","Otomys_tugelensis"
"Otomys_barbouri","Otomys_barbouri"
"Otomys_burtoni","Otomys_burtoni"
"Otomys_burtoni","Otomys_irroratus"
"Otomys_cheesmani","Otomys_cheesmani"
"Otomys_cuanzensis","Otomys_cuanzensis"
"Otomys_dartmouthi","Otomys_dartmouthi"
"Otomys_dartmouthi","Otomys_typus"
"Otomys_denti","Otomys_denti"
"Otomys_denti","Otomys_kempi"
"Otomys_fortior","Otomys_fortior"
"Otomys_fortior","Otomys_typus"
"Otomys_helleri","Otomys_helleri"
"Otomys_helleri","Otomys_jacksoni"
"Otomys_helleri","Otomys_typus"
"Otomys_irroratus","Otomys_irroratus"
"Otomys_irroratus","Euryotis_irroratus"
"Otomys_irroratus","Euryotis_typicus"
"Otomys_irroratus","Euyotis_obscura"
"Otomys_irroratus","Otomys_bisulcatus"
"Otomys_irroratus","Otomys_capensis"
"Otomys_irroratus","Otomys_coenosus"
"Otomys_irroratus","Otomys_cupreoides"
"Otomys_irroratus","Otomys_cupreus"
"Otomys_irroratus","Otomys_natalensis"
"Otomys_irroratus","Otomys_obscura"
"Otomys_irroratus","Otomys_orientalis"
"Otomys_irroratus","Otomys_randensis"
"Otomys_irroratus","Otomys_typicus"
"Otomys_jacksoni","Otomys_jacksoni"
"Otomys_jacksoni","Otomys_typus"
"Otomys_karoensis","Otomys_saundersiae"
"Otomys_lacustris","Otomys_lacustris"
"Otomys_laminatus","Otomys_laminatus"
"Otomys_laminatus","Otomys_silberbaueri"
"Otomys_occidentalis","Otomys_occidentalis"
"Otomys_orestes","Otomys_orestes"
"Otomys_orestes","Otomys_irroratus"
"Otomys_orestes","Otomys_percivali"
"Otomys_orestes","Otomys_thomasi"
"Otomys_simiensis","Otomys_simiensis"
"Otomys_sloggetti","Myotomys_sloggetti"
"Otomys_thomasi","Otomys_thomasi"
"Otomys_thomasi","Otomys_typus"
"Otomys_tropicalis","Otomys_tropicalis"
"Otomys_tropicalis","Otomys_irroratus"
"Otomys_typus","Otomys_typus"
"Otomys_typus","Oreomys_typus"
"Otomys_typus","Otomys_degeni"
"Otomys_unisulcatus","Myotomys_unisulcatus"
"Otomys_uzungwensis","Otomys_uzungwensis"
"Otomys_uzungwensis","Otomys_typus"
"Otomys_yaldeni","Otomys_yaldeni"
"Otomys_zinki","Otomys_zinki"
"Otomys_zinki","Otomys_typus"
"Otonycteris_hemprichii","Otonycteris_hemprichii"
"Otonyctomys_hatti","Otonyctomys_hatti"
"Otopteropus_cartilagonodus","Otopteropus_cartilagonodus"
"Otospermophilus_atricapillus","Otospermophilus_atricapillus"
"Otospermophilus_atricapillus","Otospermophilus_beecheyi"
"Otospermophilus_atricapillus","Spermophilus_atricapillus"
"Otospermophilus_beecheyi","Otospermophilus_beecheyi"
"Otospermophilus_beecheyi","Arctomys_beecheyi"
"Otospermophilus_beecheyi","Sciurus_beecheyi"
"Otospermophilus_beecheyi","Spermophilus_beecheyi"
"Otospermophilus_variegatus","Otospermophilus_variegatus"
"Otospermophilus_variegatus","Sciurus_variegatus"
"Otospermophilus_variegatus","Spermophilus_buccatus"
"Otospermophilus_variegatus","Spermophilus_macrourus"
"Otospermophilus_variegatus","Spermophilus_variegatus"
"Ototylomys_phyllotis","Ototylomys_phyllotis"
"Ototylomys_phyllotis","Ototylomys_brevirostris"
"Ototylomys_phyllotis","Ototylomys_fumeus"
"Ototylomys_phyllotis","Ototylomys_guatemalae"
"Ourebia_ourebi","Ourebia_ourebi"
"Ourebia_ourebi","Antilope_ourebi"
"Ovibos_moschatus","Ovibos_moschatus"
"Ovibos_moschatus","Bos_moschatus"
"Ovibos_moschatus","Ovibos_proximus"
"Ovis_ammon","Ovis_ammon"
"Ovis_ammon","Capra_ammon"
"Ovis_aries","Ovis_aries"
"Ovis_aries","Ovis_domestic"
"Ovis_aries","Ovis_laristanica"
"Ovis_canadensis","Ovis_canadensis"
"Ovis_canadensis","Ovis_catclawensis"
"Ovis_canadensis","Ovis_cervina"
"Ovis_canadensis","Ovis_montana"
"Ovis_canadensis","Ovis_pygarus"
"Ovis_dalli","Ovis_dalli"
"Ovis_nivicola","Ovis_nivicola"
"Oxymycterus_amazonicus","Oxymycterus_amazonicus"
"Oxymycterus_caparoae","Oxymycterus_caparoae"
"Oxymycterus_dasytrichus","Oxymycterus_dasytrichus"
"Oxymycterus_delator","Oxymycterus_delator"
"Oxymycterus_hiska","Oxymycterus_hiska"
"Oxymycterus_hucucha","Oxymycterus_hucucha"
"Oxymycterus_inca","Oxymycterus_inca"
"Oxymycterus_josei","Oxymycterus_josei"
"Oxymycterus_nasutus","Oxymycterus_nasutus"
"Oxymycterus_nasutus","Mus_nasutus"
"Oxymycterus_paramensis","Oxymycterus_paramensis"
"Oxymycterus_quaestor","Oxymycterus_quaestor"
"Oxymycterus_rufus","Oxymycterus_rufus"
"Oxymycterus_rufus","Mus_rufus"
"Oxymycterus_wayku","Oxymycterus_wayku"
"Ozotoceros_bezoarticus","Ozotoceros_bezoarticus"
"Ozotoceros_bezoarticus","Blastoceros_bezoarticus"
"Ozotoceros_bezoarticus","Blastocerus_bezoarticus"
"Ozotoceros_bezoarticus","Cervus_bezoarticus"
"Pachyuromys_duprasi","Pachyuromys_duprasi"
"Pagophilus_groenlandicus","Pagophilus_groenlandicus"
"Pagophilus_groenlandicus","Pagophoca_groenlandica"
"Pagophilus_groenlandicus","Phoca_albicauda"
"Pagophilus_groenlandicus","Phoca_albini"
"Pagophilus_groenlandicus","Phoca_groenlandica"
"Pagophilus_groenlandicus","Phoca_groenlica"
"Pagophilus_groenlandicus","Phoca_leucopla"
"Pagophilus_groenlandicus","Phoca_oceanica"
"Pagophilus_groenlandicus","Phoca_semilunaris"
"Paguma_larvata","Paguma_larvata"
"Paguma_larvata","Gulo_larvatus"
"Paguma_larvata","Paradoxurus_larvatus"
"Palaeopropithecus_ingens","Palaeopropithecus_ingens"
"Palawanomys_furvus","Palawanomys_furvus"
"Pan_paniscus","Pan_paniscus"
"Pan_paniscus","Pan_satyrus"
"Pan_troglodytes","Pan_troglodytes"
"Pan_troglodytes","Simia_troglodytes"
"Panthera_leo","Panthera_leo"
"Panthera_leo","Felis_imperialis"
"Panthera_leo","Felis_leo"
"Panthera_onca","Panthera_onca"
"Panthera_onca","Felis_augustus"
"Panthera_onca","Felis_listai"
"Panthera_onca","Felis_onca"
"Panthera_onca","Felis_veronis"
"Panthera_onca","Iemish_listai"
"Panthera_onca","Panthera_augusta"
"Panthera_onca","Uncia_augusta"
"Panthera_pardus","Panthera_pardus"
"Panthera_pardus","Felis_pardus"
"Panthera_tigris","Panthera_tigris"
"Panthera_tigris","Felis_tigris"
"Panthera_uncia","Uncia_uncia"
"Pantholops_hodgsonii","Pantholops_hodgsonii"
"Pantholops_hodgsonii","Antelope_hodgsonii"
"Pantholops_hodgsonii","Antilope_hodgsonii"
"Papagomys_armandvillei","Papagomys_armandvillei"
"Papagomys_armandvillei","Mus_armandvillei"
"Papagomys_armandvillei","Papagomys_verhoeveni"
"Papio_anubis","Papio_anubis"
"Papio_anubis","Cynocephalus_anubis"
"Papio_anubis","Cynocephalus_choras"
"Papio_anubis","Cynocephalus_doguera"
"Papio_anubis","Papio_doguera"
"Papio_anubis","Papio_furax"
"Papio_anubis","Papio_graueri"
"Papio_anubis","Papio_hamadryas"
"Papio_anubis","Papio_heuglini"
"Papio_anubis","Papio_lydekkeri"
"Papio_anubis","Papio_neumanni"
"Papio_anubis","Papio_nigeriae"
"Papio_anubis","Papio_silvestris"
"Papio_anubis","Papio_tesselatum"
"Papio_anubis","Papio_werneri"
"Papio_anubis","Papio_yokoensis"
"Papio_anubis","Simia_anubis"
"Papio_cynocephalus","Papio_cynocephalus"
"Papio_cynocephalus","Simia_cynocephalus"
"Papio_hamadryas","Papio_hamadryas"
"Papio_hamadryas","Cercopithecus_hamadryas"
"Papio_hamadryas","Cynocephalus_wagleri"
"Papio_hamadryas","Hamadryas_aegyptiaca"
"Papio_hamadryas","Hamadryas_chaeropitheus"
"Papio_hamadryas","Macacus_hamadryas"
"Papio_hamadryas","Papio_arabicus"
"Papio_hamadryas","Papio_brockmani"
"Papio_hamadryas","Simia_cynamolgus"
"Papio_hamadryas","Simia_hamadryas"
"Papio_hamadryas","Theropithecus_nedjo"
"Papio_papio","Papio_papio"
"Papio_papio","Cynocephalus_olivaceus"
"Papio_papio","Cynocephalus_papio"
"Papio_papio","Papio_rubescens"
"Papio_ursinus","Papio_ursinus"
"Papio_ursinus","Cercopithecus_hamadryas"
"Papio_ursinus","Simia_hamadryas"
"Pappogeomys_bulleri","Pappogeomys_bulleri"
"Paracrocidura_graueri","Paracrocidura_graueri"
"Paracrocidura_maxima","Paracrocidura_maxima"
"Paracrocidura_schoutedeni","Paracrocidura_schoutedeni"
"Paracynictis_selousi","Paracynictis_selousi"
"Paracynictis_selousi","Cynictis_selousi"
"Paradipus_ctenodactylus","Paradipus_ctenodactylus"
"Paradoxurus_hermaphroditus","Paradoxurus_hermaphroditus"
"Paradoxurus_hermaphroditus","Paradoxurus_lignicolor"
"Paradoxurus_hermaphroditus","Paradoxurus_philippinensis"
"Paradoxurus_hermaphroditus","Viverra_hermaphrodita"
"Paradoxurus_jerdoni","Paradoxurus_jerdoni"
"Paradoxurus_zeylonensis","Paradoxurus_zeylonensis"
"Paradoxurus_zeylonensis","Viverra_zeylonensis"
"Paraechinus_aethiopicus","Paraechinus_aethiopicus"
"Paraechinus_aethiopicus","Erinaceus_aethiopicus"
"Paraechinus_aethiopicus","Hemiechinus_aethiopicus"
"Paraechinus_hypomelas","Paraechinus_hypomelas"
"Paraechinus_hypomelas","Erinaceus_hypomelas"
"Paraechinus_hypomelas","Hemiechinus_hypomelas"
"Paraechinus_micropus","Paraechinus_micropus"
"Paraechinus_micropus","Erinaceus_micropus"
"Paraechinus_micropus","Erinaceus_pictus"
"Paraechinus_micropus","Hemiechinus_mentalis"
"Paraechinus_micropus","Hemiechinus_micropus"
"Paraechinus_micropus","Paraechinus_intermedius"
"Paraechinus_nudiventris","Paraechinus_nudiventris"
"Paraechinus_nudiventris","Erinaceus_nudiventris"
"Paraechinus_nudiventris","Hemiechinus_nudiventris"
"Paraechinus_nudiventris","Paraechinus_micropus"
"Parahydromys_asper","Parahydromys_asper"
"Paraleptomys_rufilatus","Paraleptomys_rufilatus"
"Paraleptomys_wilhelmina","Paraleptomys_wilhelmina"
"Paramelomys_gressitti","Paramelomys_gressitti"
"Paramelomys_levipes","Paramelomys_levipes"
"Paramelomys_levipes","Melomys_levipes"
"Paramelomys_levipes","Uromys_levipes"
"Paramelomys_lorentzii","Paramelomys_lorentzii"
"Paramelomys_lorentzii","?_lorentzii"
"Paramelomys_lorentzii","Melomys_lorentzii"
"Paramelomys_mollis","Paramelomys_mollis"
"Paramelomys_mollis","?_mollis"
"Paramelomys_mollis","Melomys_mollis"
"Paramelomys_moncktoni","Paramelomys_moncktoni"
"Paramelomys_moncktoni","Melomys_moncktoni"
"Paramelomys_naso","Paramelomys_naso"
"Paramelomys_platyops","Paramelomys_platyops"
"Paramelomys_platyops","?_platyops"
"Paramelomys_platyops","Melomys_moncktoni"
"Paramelomys_platyops","Melomys_platyops"
"Paramelomys_rubex","Paramelomys_rubex"
"Paramelomys_rubex","Melomys_rubex"
"Paramelomys_steini","Paramelomys_steini"
