"Accepted","Synonym"
"Chinchilla_lanigera","Chinchilla_laniger"
"Chinchilla_lanigera","Chinchilla_velligera"
"Chinchilla_lanigera","Cricetus_laniger"
"Chinchilla_lanigera","Lagostomus_laniger"
"Chinchilla_lanigera","Mus_laniger"
"Chinchillula_sahamae","Chinchillula_sahamae"
"Chionomys_gud","Chionomys_gud"
"Chionomys_gud","Chionomys_lasistanius"
"Chionomys_gud","Chionomys_nivalis"
"Chionomys_gud","Microtus_gud"
"Chionomys_gud","Microtus_gus"
"Chionomys_gud","Microtus_nivalis"
"Chionomys_nivalis","Chionomys_nivalis"
"Chionomys_nivalis","Arvicola_lebrunii"
"Chionomys_nivalis","Arvicola_leucurus"
"Chionomys_nivalis","Arvicola_nivalis"
"Chionomys_nivalis","Hypudaeus_alpinus"
"Chionomys_nivalis","Hypudaeus_nivicola"
"Chionomys_nivalis","Hypudaeus_petrophilus"
"Chionomys_nivalis","Microtus_hermonis"
"Chionomys_nivalis","Microtus_mirhanreini"
"Chionomys_nivalis","Microtus_nivalis"
"Chionomys_nivalis","Microtus_pontius"
"Chionomys_nivalis","Microtus_radnensis"
"Chionomys_nivalis","Microtus_ulpius"
"Chionomys_roberti","Chionomys_roberti"
"Chionomys_roberti","Chionomys_personatus"
"Chionomys_roberti","Microtus_pshavus"
"Chionomys_roberti","Microtus_roberti"
"Chiroderma_doriae","Chiroderma_doriae"
"Chiroderma_improvisum","Chiroderma_improvisum"
"Chiroderma_salvini","Chiroderma_salvini"
"Chiroderma_trinitatum","Chiroderma_trinitatum"
"Chiroderma_villosum","Chiroderma_villosum"
"Chiromyscus_chiropus","Chiromyscus_chiropus"
"Chiromyscus_langbianis","Niviventer_langbianis"
"Chiromyscus_thomasi","Chiromyscus_thomasi"
"Chironax_melanocephalus","Chironax_melanocephalus"
"Chironax_melanocephalus","Pteropus_melanocephalus"
"Chironectes_minimus","Chironectes_minimus"
"Chironectes_minimus","Lutra_minima"
"Chiropodomys_calamianensis","Chiropodomys_calamianensis"
"Chiropodomys_gliroides","Chiropodomys_gliroides"
"Chiropodomys_gliroides","Chiropodomys_jingdongensis"
"Chiropodomys_gliroides","Chiropodomys_niadis"
"Chiropodomys_gliroides","Chiropodomys_penicillatus"
"Chiropodomys_gliroides","Mus_peguensis"
"Chiropodomys_karlkoopmani","Chiropodomys_karlkoopmani"
"Chiropodomys_major","Chiropodomys_major"
"Chiropodomys_muroides","Chiropodomys_muroides"
"Chiropodomys_pusillus","Chiropodomys_pusillus"
"Chiropotes_albinasus","Chiropotes_albinasus"
"Chiropotes_albinasus","Cacajao_roosevelti"
"Chiropotes_albinasus","Pithecia_albinasa"
"Chiropotes_chiropotes","Chiropotes_chiropotes"
"Chiropotes_chiropotes","Chiropotes_satanas"
"Chiropotes_chiropotes","Pithecia_couxio"
"Chiropotes_chiropotes","Pithecia_satanas"
"Chiropotes_chiropotes","Simia_chiropotes"
"Chiropotes_satanas","Chiropotes_satanas"
"Chiropotes_satanas","Chiropotes_ater"
"Chiropotes_satanas","Chiropotes_nigra"
"Chiropotes_satanas","Pithecia_nigra"
"Chiruromys_forbesi","Chiruromys_forbesi"
"Chiruromys_forbesi","Pogonomys_forbesi"
"Chiruromys_forbesi","Pogonomys_pulcher"
"Chiruromys_forbesi","Pogonomys_shawmayeri"
"Chiruromys_lamia","Chiruromys_lamia"
"Chiruromys_lamia","Chiruromys_kagi"
"Chiruromys_vates","Chiruromys_vates"
"Chlamyphorus_truncatus","Chlamyphorus_truncatus"
"Chlorocebus_aethiops","Chlorocebus_aethiops"
"Chlorocebus_aethiops","Cercopithecus_aethiops"
"Chlorocebus_aethiops","Cercopithecus_cailliaudi"
"Chlorocebus_aethiops","Cercopithecus_calliaudi"
"Chlorocebus_aethiops","Cercopithecus_cano-viridis"
"Chlorocebus_aethiops","Cercopithecus_cinereoviridis"
"Chlorocebus_aethiops","Cercopithecus_griseoviridis"
"Chlorocebus_aethiops","Cercopithecus_griseus"
"Chlorocebus_aethiops","Cercopithecus_matschiei"
"Chlorocebus_aethiops","Cercopithecus_toldti"
"Chlorocebus_aethiops","Lasiopyga_weidholzi"
"Chlorocebus_aethiops","Simia_aethiops"
"Chlorocebus_aethiops","Simia_engytithia"
"Chlorocebus_aethiops","Simia_subviridis"
"Chlorocebus_cynosuros","Chlorocebus_cynosuros"
"Chlorocebus_cynosuros","?_cynosurus"
"Chlorocebus_cynosuros","Cercopithecus_aethiops"
"Chlorocebus_cynosuros","Cercopithecus_cynosurus"
"Chlorocebus_cynosuros","Cercopithecus_pygerythrus"
"Chlorocebus_cynosuros","Cercopithecus_tephrops"
"Chlorocebus_cynosuros","Chlorocebus_cynosurus"
"Chlorocebus_cynosuros","Simia_cynosuros"
"Chlorocebus_djamdjamensis","Chlorocebus_djamdjamensis"
"Chlorocebus_djamdjamensis","Cercopithecus_aethiops"
"Chlorocebus_djamdjamensis","Cercopithecus_djamdjamensis"
"Chlorocebus_pygerythrus","Chlorocebus_pygerythrus"
"Chlorocebus_pygerythrus","Cercopithecus_aethiops"
"Chlorocebus_pygerythrus","Cercopithecus_pygerythrus"
"Chlorocebus_pygerythrus","Simia_pygerythrus"
"Chlorocebus_sabaeus","Chlorocebus_sabaeus"
"Chlorocebus_sabaeus","Cercopithecus_callitrichus"
"Chlorocebus_sabaeus","Cercopithecus_chrysurus"
"Chlorocebus_sabaeus","Cercopithecus_sabaeus"
"Chlorocebus_sabaeus","Cercopithecus_werneri"
"Chlorocebus_sabaeus","Chlorocebus_aethiops"
"Chlorocebus_sabaeus","Simia_sabaea"
"Chlorocebus_tantalus","Chlorocebus_tantalus"
"Chlorocebus_tantalus","Cercopithecus_tantalus"
"Chlorotalpa_duthieae","Chlorotalpa_duthieae"
"Chlorotalpa_sclateri","Chlorotalpa_sclateri"
"Chodsigoa_caovansunga","Chodsigoa_caovansunga"
"Chodsigoa_hypsibia","Chodsigoa_hypsibia"
"Chodsigoa_hypsibia","Soriculus_hypsibius"
"Chodsigoa_parca","Chodsigoa_parca"
"Chodsigoa_parca","Soriculus_parca"
"Chodsigoa_parva","Chodsigoa_parva"
"Chodsigoa_salenskii","Chodsigoa_salenskii"
"Chodsigoa_salenskii","Soriculus_salenskii"
"Chodsigoa_smithii","Chodsigoa_smithii"
"Chodsigoa_smithii","Soriculus_smithii"
"Chodsigoa_sodalis","Chodsigoa_sodalis"
"Chodsigoa_sodalis","Soriculus_sodalis"
"Choeroniscus_godmani","Choeroniscus_godmani"
"Choeroniscus_godmani","Choeronycteris_godmani"
"Choeroniscus_minor","Choeroniscus_minor"
"Choeroniscus_minor","Choeroniscus_intermedius"
"Choeroniscus_minor","Choeronycteris_minor"
"Choeroniscus_periosus","Choeroniscus_periosus"
"Choeronycteris_mexicana","Choeronycteris_mexicana"
"Choeropsis_liberiensis","Hexaprotodon_liberiensis"
"Choloepus_didactylus","Choloepus_didactylus"
"Choloepus_didactylus","Bradypus_curi"
"Choloepus_didactylus","Bradypus_didactylus"
"Choloepus_didactylus","Bradypus_kouri"
"Choloepus_didactylus","Bradypus_unau"
"Choloepus_didactylus","Choloepus_brasiliensis"
"Choloepus_didactylus","Choloepus_braziliensis"
"Choloepus_didactylus","Choloepus_curi"
"Choloepus_didactylus","Choloepus_didaetylus"
"Choloepus_didactylus","Choloepus_florenciae"
"Choloepus_didactylus","Choloepus_guianensis"
"Choloepus_didactylus","Choloepus_hoffmanni"
"Choloepus_didactylus","Choloepus_napensis"
"Choloepus_didactylus","Choloepus_unau"
"Choloepus_hoffmanni","Choloepus_hoffmanni"
"Chrotogale_owstoni","Chrotogale_owstoni"
"Chrotogale_owstoni","Hemigalus_owstoni"
"Chrotomys_gonzalesi","Chrotomys_gonzalesi"
"Chrotomys_mindorensis","Chrotomys_mindorensis"
"Chrotomys_sibuyanensis","Chrotomys_sibuyanensis"
"Chrotomys_silaceus","Chrotomys_silaceus"
"Chrotomys_silaceus","?_silaceus"
"Chrotomys_silaceus","Calaenomys_silaceus"
"Chrotomys_silaceus","Celaenomys_silaceus"
"Chrotomys_whiteheadi","Chrotomys_whiteheadi"
"Chrotopterus_auritus","Chrotopterus_auritus"
"Chrotopterus_auritus","Vampyrus_auritus"
"Chrysochloris_asiatica","Chrysochloris_asiatica"
"Chrysochloris_asiatica","Talpa_asiatica"
"Chrysochloris_stuhlmanni","Chrysochloris_stuhlmanni"
"Chrysochloris_visagiei","Chrysochloris_visagiei"
"Chrysocyon_brachyurus","Chrysocyon_brachyurus"
"Chrysocyon_brachyurus","Canis_brachyurus"
"Chrysospalax_trevelyani","Chrysospalax_trevelyani"
"Cistugo_lesueuri","Cistugo_lesueuri"
"Cistugo_lesueuri","Myotis_lesueuri"
"Cistugo_seabrae","Cistugo_seabrae"
"Cistugo_seabrae","Cistugo_seabrai"
"Cistugo_seabrae","Myotis_seabrai"
"Civettictis_civetta","Civettictis_civetta"
"Civettictis_civetta","Viverra_civetta"
"Civettictis_civetta","Viverra_poortmanni"
"Cloeotis_percivali","Cloeotis_percivali"
"Clyomys_laticeps","Clyomys_laticeps"
"Coccymys_kirrhos","Coccymys_kirrhos"
"Coccymys_ruemmleri","Coccymys_ruemmleri"
"Coccymys_ruemmleri","Pogonomelomys_ruemmleri"
"Coelops_frithii","Coelops_frithii"
"Coelops_hirsutus","Coelops_robinsoni"
"Coelops_robinsoni","Coelops_robinsoni"
"Coendou_baturitensis","Coendou_baturitensis"
"Coendou_bicolor","Coendou_bicolor"
"Coendou_ichillus","Coendou_ichillus"
"Coendou_insidiosus","Sphiggurus_insidiosus"
"Coendou_melanurus","Sphiggurus_melanurus"
"Coendou_mexicanus","Sphiggurus_mexicanus"
"Coendou_nycthemera","Coendou_nycthemera"
"Coendou_nycthemera","Coendou_koopmani"
"Coendou_prehensilis","Coendou_prehensilis"
"Coendou_prehensilis","Cercolabes_prehensilis"
"Coendou_prehensilis","Coendou_platycentrotus"
"Coendou_prehensilis","Coendou_sanctamartae"
"Coendou_prehensilis","Hystrix_prehensilis"
"Coendou_pruinosus","Sphiggurus_pruinosus"
"Coendou_quichua","Coendou_quichua"
"Coendou_roosmalenorum","Sphiggurus_roosmalenorum"
"Coendou_rufescens","Echinoprocta_rufescens"
"Coendou_speratus","Coendou_speratus"
"Coendou_spinosus","Sphiggurus_spinosus"
"Coendou_vestitus","Sphiggurus_vestitus"
"Coleura_afra","Coleura_afra"
"Coleura_afra","Coleura_gallarum"
"Coleura_afra","Emballonura_afra"
"Coleura_kibomalandy","Coleura_kibomalandy"
"Coleura_seychellensis","Coleura_seychellensis"
"Colobus_angolensis","Colobus_angolensis"
"Colobus_guereza","Colobus_guereza"
"Colobus_polykomos","Colobus_polykomos"
"Colobus_polykomos","Cebus_polykomos"
"Colobus_polykomos","Simia_comosa"
"Colobus_polykomos","Simia_polycomos"
"Colobus_polykomos","Simia_regalis"
"Colobus_polykomos","Simia_tetradactyla"
"Colobus_satanas","Colobus_satanas"
"Colobus_vellerosus","Colobus_vellerosus"
"Colobus_vellerosus","Colobus_leucomeros"
"Colobus_vellerosus","Colobus_polykomos"
"Colobus_vellerosus","Colobus_ursinus"
"Colobus_vellerosus","Semnopithecus_bicolor"
"Colobus_vellerosus","Semnopithecus_vellerosus"
"Colomys_goslingi","Colomys_goslingi"
"Condylura_cristata","Condylura_cristata"
"Condylura_cristata","Sorex_cristatus"
"Conepatus_chinga","Conepatus_chinga"
"Conepatus_chinga","Viverra_chinga"
"Conepatus_leuconotus","Conepatus_leuconotus"
"Conepatus_leuconotus","Mephitis_leuconata"
"Conepatus_leuconotus","Mephitis_leuconota"
"Conepatus_semistriatus","Conepatus_semistriatus"
"Conepatus_semistriatus","Viverra_semistriata"
"Congosorex_phillipsorum","Congosorex_phillipsorum"
"Congosorex_polli","Congosorex_polli"
"Congosorex_polli","Myosorex_polli"
"Congosorex_verheyeni","Congosorex_verheyeni"
"Conilurus_albipes","Conilurus_albipes"
"Conilurus_albipes","Conilurus_constructor"
"Conilurus_albipes","Conilurus_destructor"
"Conilurus_albipes","Hapalotis_albipes"
"Conilurus_penicillatus","Conilurus_penicillatus"
"Conilurus_penicillatus","Conilurus_melibius"
"Conilurus_penicillatus","Hapalotis_hemileucurus"
"Conilurus_penicillatus","Hapalotis_melanura"
"Connochaetes_gnou","Connochaetes_gnou"
"Connochaetes_gnou","Antilope_gnou"
"Connochaetes_taurinus","Connochaetes_taurinus"
"Connochaetes_taurinus","Antilope_taurina"
"Connochaetes_taurinus","Gorgon_taurinus"
"Cormura_brevirostris","Cormura_brevirostris"
"Cormura_brevirostris","Emballonura_brevirostris"
"Corynorhinus_mexicanus","Corynorhinus_mexicanus"
"Corynorhinus_mexicanus","Corynorhinus_megalotis"
"Corynorhinus_mexicanus","Plecotus_mexicanus"
"Corynorhinus_mexicanus","Plecotus_townsendii"
"Corynorhinus_rafinesquii","Corynorhinus_rafinesquii"
"Corynorhinus_rafinesquii","Plecotus_rafinesquii"
"Corynorhinus_rafinesquii","Vespertilio_rafinesquii"
"Corynorhinus_townsendii","Corynorhinus_townsendii"
"Coryphomys_buehleri","Coryphomys_buehleri"
"Coryphomys_buehleri","Coryphomys_buhleri"
"Craseonycteris_thonglongyai","Craseonycteris_thonglongyai"
"Crateromys_australis","Crateromys_australis"
"Crateromys_heaneyi","Crateromys_heaneyi"
"Crateromys_paulus","Crateromys_paulus"
"Crateromys_schadenbergi","Crateromys_schadenbergi"
"Cratogeomys_castanops","Cratogeomys_castanops"
"Cratogeomys_castanops","Pappogeomys_castanops"
"Cratogeomys_fulvescens","Cratogeomys_fulvescens"
"Cratogeomys_fulvescens","Cratogeomys_merriami"
"Cratogeomys_fumosus","Cratogeomys_fumosus"
"Cratogeomys_fumosus","Cratogeomys_gymnurus"
"Cratogeomys_goldmani","Cratogeomys_goldmani"
"Cratogeomys_merriami","Cratogeomys_merriami"
"Cratogeomys_merriami","Cratogeomys_oreocetes"
"Cratogeomys_merriami","Cratogeomys_peregrinus"
"Cratogeomys_merriami","Geomys_merriami"
"Cratogeomys_merriami","Pappogeomys_merriami"
"Cratogeomys_perotensis","Cratogeomys_perotensis"
"Cratogeomys_perotensis","Cratogeomys_estor"
"Cratogeomys_perotensis","Cratogeomys_irolonis"
"Cratogeomys_perotensis","Cratogeomys_merriami"
"Cratogeomys_planiceps","Cratogeomys_planiceps"
"Cratogeomys_planiceps","Cratogeomys_tylorhinus"
"Cratogeomys_planiceps","Pappogeomys_tylorhinus"
"Cratogeomys_planiceps","Platygeomys_planiceps"
"Cremnomys_cutchicus","Cremnomys_cutchicus"
"Cremnomys_cutchicus","Cremnomys_australis"
"Cremnomys_cutchicus","Cremnomys_medius"
"Cremnomys_cutchicus","Rattus_cutchicus"
"Cremnomys_elvira","Cremnomys_elvira"
"Cremnomys_elvira","Cremnontys_elvira"
"Cremnomys_elvira","Rattus_elvira"
"Cricetomys_emini","Cricetomys_emini"
"Cricetomys_emini","Cricetomys_gambianus"
"Cricetomys_gambianus","Cricetomys_gambianus"
"Cricetomys_gambianus","Cricetomys_buchanani"
"Cricetomys_gambianus","Cricetomys_gambiensis"
"Cricetomys_gambianus","Cricetomys_servorum"
"Cricetomys_gambianus","Mus_goliath"
"Cricetulus_barabensis","Cricetulus_barabensis"
"Cricetulus_barabensis","Cricetulus_griseus"
"Cricetulus_barabensis","Cricetulus_manchuricus"
"Cricetulus_barabensis","Cricetulus_mongolicus"
"Cricetulus_barabensis","Cricetulus_obscurus"
"Cricetulus_barabensis","Mus_furunculus"
"Cricetulus_longicaudatus","Cricetulus_longicaudatus"
"Cricetulus_longicaudatus","Cricetulus_andersoni"
"Cricetulus_longicaudatus","Cricetulus_dichrootis"
"Cricetulus_longicaudatus","Cricetulus_kozhantschikovi"
"Cricetulus_longicaudatus","Cricetulus_nigrescens"
"Cricetulus_longicaudatus","Cricetulus_phaeus"
"Cricetulus_sokolovi","Cricetulus_sokolovi"
"Cricetus_cricetus","Cricetus_cricetus"
"Cricetus_cricetus","Cricetus_albus"
"Cricetus_cricetus","Cricetus_canescens"
"Cricetus_cricetus","Cricetus_frumentarius"
"Cricetus_cricetus","Cricetus_fulvus"
"Cricetus_cricetus","Cricetus_germanicus"
"Cricetus_cricetus","Cricetus_latycranius"
"Cricetus_cricetus","Cricetus_nehringi"
"Cricetus_cricetus","Cricetus_niger"
"Cricetus_cricetus","Cricetus_polychroma"
"Cricetus_cricetus","Cricetus_stavropolicus"
"Cricetus_cricetus","Cricetus_tauricus"
"Cricetus_cricetus","Cricetus_varius"
"Cricetus_cricetus","Cricetus_vulgaris"
"Cricetus_cricetus","Hamster_nigricans"
"Cricetus_cricetus","Heliomys_jeudii"
"Cricetus_cricetus","Mus_cricetus"
"Crocidura_abscondita","Crocidura_absconditus"
"Crocidura_aleksandrisi","Crocidura_aleksandrisi"
"Crocidura_allex","Crocidura_allex"
"Crocidura_andamanensis","Crocidura_andamanensis"
"Crocidura_annamitensis","Crocidura_annamitensis"
"Crocidura_ansellorum","Crocidura_ansellorum"
"Crocidura_arabica","Crocidura_arabica"
"Crocidura_arispa","Crocidura_arispa"
"Crocidura_armenica","Crocidura_armenica"
"Crocidura_attenuata","Crocidura_attenuata"
"Crocidura_attila","Crocidura_attila"
"Crocidura_baileyi","Crocidura_baileyi"
"Crocidura_baluensis","Crocidura_baluensis"
"Crocidura_batakorum","Crocidura_batakorum"
"Crocidura_beccarii","Crocidura_beccarii"
"Crocidura_bottegi","Crocidura_bottegi"
"Crocidura_bottegoides","Crocidura_bottegoides"
"Crocidura_brunnea","Crocidura_brunnea"
"Crocidura_buettikoferi","Crocidura_buettikoferi"
"Crocidura_caliginea","Crocidura_caliginea"
"Crocidura_canariensis","Crocidura_canariensis"
"Crocidura_caspica","Crocidura_caspica"
"Crocidura_cinderella","Crocidura_cinderella"
"Crocidura_congobelgica","Crocidura_congobelgica"
"Crocidura_cranbrooki","Crocidura_cranbrooki"
"Crocidura_crenata","Crocidura_crenata"
"Crocidura_crossei","Crocidura_crossei"
"Crocidura_crossei","Crocidura_ingoldbyi"
"Crocidura_cyanea","Crocidura_cyanea"
"Crocidura_denti","Crocidura_denti"
"Crocidura_desperata","Crocidura_desperata"
"Crocidura_dhofarensis","Crocidura_dhofarensis"
"Crocidura_dolichura","Crocidura_dolichura"
"Crocidura_douceti","Crocidura_douceti"
"Crocidura_dsinezumi","Crocidura_dsinezumi"
"Crocidura_dsinezumi","Sorex_dsinezumi"
"Crocidura_eisentrauti","Crocidura_eisentrauti"
"Crocidura_elgonius","Crocidura_elgonius"
"Crocidura_elongata","Crocidura_elongata"
"Crocidura_erica","Crocidura_erica"
"Crocidura_fingui","Crocidura_fingui"
"Crocidura_fischeri","Crocidura_fischeri"
"Crocidura_flavescens","Crocidura_flavescens"
"Crocidura_floweri","Crocidura_floweri"
"Crocidura_foetida","Crocidura_foetida"
"Crocidura_foxi","Crocidura_foxi"
"Crocidura_fuliginosa","Crocidura_fuliginosa"
"Crocidura_fuliginosa","Sorex_fuliginosus"
"Crocidura_fulvastra","Crocidura_fulvastra"
"Crocidura_fumosa","Crocidura_fumosa"
"Crocidura_fuscomurina","Crocidura_fuscomurina"
"Crocidura_glassi","Crocidura_glassi"
"Crocidura_goliath","Crocidura_goliath"
"Crocidura_gracilipes","Crocidura_gracilipes"
"Crocidura_grandiceps","Crocidura_grandiceps"
"Crocidura_grandis","Crocidura_grandis"
"Crocidura_grassei","Crocidura_grassei"
"Crocidura_grayi","Crocidura_grayi"
"Crocidura_guy","Crocidura_guy"
"Crocidura_harenna","Crocidura_harenna"
"Crocidura_hikmiya","Crocidura_hikmiya"
"Crocidura_hildegardeae","Crocidura_hildegardeae"
"Crocidura_hildegardeae","Crocidura_altae"
"Crocidura_hildegardeae","Crocidura_ibeana"
"Crocidura_hildegardeae","Crocidura_lutreola"
"Crocidura_hildegardeae","Crocidura_maanjae"
"Crocidura_hildegardeae","Crocidura_phaios"
"Crocidura_hildegardeae","Crocidura_procera"
"Crocidura_hildegardeae","Crocidura_rubecula"
"Crocidura_hilliana","Crocidura_hilliana"
"Crocidura_hirta","Crocidura_hirta"
"Crocidura_hispida","Crocidura_hispida"
"Crocidura_horsfieldii","Crocidura_horsfieldii"
"Crocidura_horsfieldii","Sorex_horsfieldii"
"Crocidura_hutanis","Crocidura_hutanis"
"Crocidura_indochinensis","Crocidura_indochinensis"
"Crocidura_jacksoni","Crocidura_jacksoni"
"Crocidura_jenkinsi","Crocidura_jenkinsi"
"Crocidura_jouvenetae","Crocidura_jouvenetae"
"Crocidura_jouvenetae","Crocidura_ebriensis"
"Crocidura_katinka","Crocidura_katinka"
"Crocidura_kivuana","Crocidura_kivuana"
"Crocidura_lamottei","Crocidura_lamottei"
"Crocidura_lanosa","Crocidura_lanosa"
"Crocidura_lasiura","Crocidura_lasiura"
"Crocidura_latona","Crocidura_latona"
"Crocidura_lea","Crocidura_lea"
"Crocidura_lepidura","Crocidura_lepidura"
"Crocidura_leucodon","Crocidura_leucodon"
"Crocidura_leucodon","Crocidura_albipes"
"Crocidura_leucodon","Crocidura_lasia"
"Crocidura_leucodon","Crocidura_microurus"
"Crocidura_leucodon","Crocidura_narentae"
"Crocidura_leucodon","Sorex_leucodon"
"Crocidura_levicula","Crocidura_levicula"
"Crocidura_littoralis","Crocidura_littoralis"
"Crocidura_longipes","Crocidura_longipes"
"Crocidura_lucina","Crocidura_lucina"
"Crocidura_ludia","Crocidura_ludia"
"Crocidura_luna","Crocidura_luna"
"Crocidura_lusitania","Crocidura_lusitania"
"Crocidura_lwiroensis","Crocidura_lwiroensis"
"Crocidura_macarthuri","Crocidura_macarthuri"
"Crocidura_macmillani","Crocidura_macmillani"
"Crocidura_macowi","Crocidura_macowi"
"Crocidura_malayana","Crocidura_malayana"
"Crocidura_malayana","Crocidura_aagaardi"
"Crocidura_malayana","Crocidura_aoris"
"Crocidura_malayana","Crocidura_gravida"
"Crocidura_malayana","Crocidura_klossi"
"Crocidura_malayana","Crocidura_major"
"Crocidura_manengubae","Crocidura_manengubae"
"Crocidura_maquassiensis","Crocidura_maquassiensis"
"Crocidura_mariquensis","Crocidura_mariquensis"
"Crocidura_maurisca","Crocidura_maurisca"
"Crocidura_maxi","Crocidura_maxi"
"Crocidura_mdumai","Crocidura_mdumai"
"Crocidura_mindorus","Crocidura_mindorus"
"Crocidura_miya","Crocidura_miya"
"Crocidura_monax","Crocidura_monax"
"Crocidura_monticola","Crocidura_monticola"
"Crocidura_monticola","Crocidura_bartelsii"
"Crocidura_monticola","Crocidura_minuta"
"Crocidura_monticola","Crocidura_neglecta"
"Crocidura_montis","Crocidura_montis"
"Crocidura_munissii","Crocidura_munissii"
"Crocidura_muricauda","Crocidura_muricauda"
"Crocidura_musseri","Crocidura_musseri"
"Crocidura_mutesae","Crocidura_mutesae"
"Crocidura_nana","Crocidura_nana"
"Crocidura_nanilla","Crocidura_nanilla"
"Crocidura_neglecta","Crocidura_monticola"
"Crocidura_negligens","Crocidura_negligens"
"Crocidura_negligens","Crocidura_maporensis"
"Crocidura_negligens","Crocidura_tionis"
"Crocidura_negrina","Crocidura_negrina"
"Crocidura_newmarki","Crocidura_newmarki"
"Crocidura_nicobarica","Crocidura_nicobarica"
"Crocidura_nigeriae","Crocidura_nigeriae"
"Crocidura_nigricans","Crocidura_nigricans"
"Crocidura_nigripes","Crocidura_nigripes"
"Crocidura_nigripes","Crocidura_lipara"
"Crocidura_nigrofusca","Crocidura_nigrofusca"
"Crocidura_nimbae","Crocidura_nimbae"
"Crocidura_nimbasilvanus","Crocidura_nimbasilvanus"
"Crocidura_nimbasilvanus","Crocidura_guineensis"
"Crocidura_ninoyi","Crocidura_ninoyi"
"Crocidura_niobe","Crocidura_niobe"
"Crocidura_obscurior","Crocidura_obscurior"
"Crocidura_olivieri","Crocidura_olivieri"
"Crocidura_orientalis","Crocidura_orientalis"
"Crocidura_orientalis","Crocidura_lawuana"
"Crocidura_orii","Crocidura_orii"
"Crocidura_pachyura","Crocidura_pachyura"
"Crocidura_pachyura","?_pachyura"
"Crocidura_pachyura","Suncus_etruscus"
"Crocidura_palawanensis","Crocidura_palawanensis"
"Crocidura_palawanensis","Suncus_palawanensis"
"Crocidura_panayensis","Crocidura_panayensis"
"Crocidura_paradoxura","Crocidura_paradoxura"
"Crocidura_parvipes","Crocidura_parvipes"
"Crocidura_pasha","Crocidura_pasha"
"Crocidura_pergrisea","Crocidura_pergrisea"
"Crocidura_phaeura","Crocidura_phaeura"
"Crocidura_phanluongi","Crocidura_phanluongi"
"Crocidura_phuquocensis","Crocidura_phuquocensis"
"Crocidura_picea","Crocidura_picea"
"Crocidura_pitmani","Crocidura_pitmani"
"Crocidura_planiceps","Crocidura_planiceps"
"Crocidura_poensis","Crocidura_poensis"
"Crocidura_poensis","Crocidura_schweitzeri"
"Crocidura_polia","Crocidura_polia"
"Crocidura_pullata","Crocidura_pullata"
"Crocidura_raineyi","Crocidura_raineyi"
"Crocidura_ramona","Crocidura_ramona"
"Crocidura_rapax","Crocidura_rapax"
"Crocidura_religiosa","Crocidura_religiosa"
"Crocidura_rhoditis","Crocidura_rhoditis"
"Crocidura_roosevelti","Crocidura_roosevelti"
"Crocidura_russula","Crocidura_russula"
"Crocidura_russula","Sorex_russula"
"Crocidura_sapaensis","Crocidura_sapaensis"
"Crocidura_selina","Crocidura_selina"
"Crocidura_serezkyensis","Crocidura_serezkyensis"
"Crocidura_shantungensis","Crocidura_shantungensis"
"Crocidura_sibirica","Crocidura_sibirica"
"Crocidura_sibirica","Crocidura_leucodon"
"Crocidura_sicula","Crocidura_sicula"
"Crocidura_silacea","Crocidura_silacea"
"Crocidura_smithii","Crocidura_smithii"
"Crocidura_sokolovi","Crocidura_sokolovi"
"Crocidura_somalica","Crocidura_somalica"
"Crocidura_stenocephala","Crocidura_stenocephala"
"Crocidura_susiana","Crocidura_susiana"
"Crocidura_tanakae","Crocidura_tanakae"
"Crocidura_tanakae","Crocidura_attenuata"
"Crocidura_tansaniana","Crocidura_tansaniana"
"Crocidura_tarella","Crocidura_tarella"
"Crocidura_tarfayensis","Crocidura_tarfayensis"
"Crocidura_telfordi","Crocidura_telfordi"
"Crocidura_tenuis","Crocidura_tenuis"
"Crocidura_tenuis","Crocidura_macklotii"
"Crocidura_thalia","Crocidura_thalia"
"Crocidura_theresae","Crocidura_theresae"
"Crocidura_thomensis","Crocidura_thomensis"
"Crocidura_trichura","Crocidura_trichura"
"Crocidura_turba","Crocidura_turba"
"Crocidura_ultima","Crocidura_ultima"
"Crocidura_usambarae","Crocidura_usambarae"
"Crocidura_viaria","Crocidura_viaria"
"Crocidura_viaria","Crocidura_bolivari"
"Crocidura_virgata","Crocidura_virgata"
"Crocidura_voi","Crocidura_voi"
"Crocidura_vorax","Crocidura_vorax"
"Crocidura_vosmaeri","Crocidura_vosmaeri"
"Crocidura_watasei","Crocidura_watasei"
"Crocidura_whitakeri","Crocidura_whitakeri"
"Crocidura_wimmeri","Crocidura_wimmeri"
"Crocidura_wuchihensis","Crocidura_wuchihensis"
"Crocidura_xantippe","Crocidura_xantippe"
"Crocidura_yankariensis","Crocidura_yankariensis"
"Crocidura_zaitsevi","Crocidura_zaitsevi"
"Crocidura_zaphiri","Crocidura_zaphiri"
"Crocidura_zarudnyi","Crocidura_zarudnyi"
"Crocidura_zimmeri","Crocidura_zimmeri"
"Crocidura_zimmermanni","Crocidura_zimmermanni"
"Crocidura_zimmermanni","Crocidura_russula"
"Crocuta_crocuta","Crocuta_crocuta"
"Crocuta_crocuta","Canis_crocuta"
"Crocuta_crocuta","Crocotta_kibotonensis"
"Crocuta_crocuta","Crocotta_panganensis"
"Crocuta_crocuta","Crocuta_nyassae"
"Crocuta_crocuta","Crocuta_nzoyae"
