"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","p","c","o","f","fuzzy_score"
"Antechinus_arktos","Antechinus arktos","1 - exact_fullsci_w_ssp","Antechinus arktos",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_bellus","Antechinus bellus","1 - exact_fullsci_w_ssp","Antechinus bellus",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_flavipes","Antechinus flavipes","1 - exact_fullsci_w_ssp","Antechinus flavipes",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_godmani","Antechinus godmani","1 - exact_fullsci_w_ssp","Antechinus godmani",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_leo","Antechinus leo","1 - exact_fullsci_w_ssp","Antechinus leo",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_minimus","Antechinus minimus","1 - exact_fullsci_w_ssp","Antechinus minimus",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_stuartii","Antechinus stuartii","1 - exact_fullsci_w_ssp","Antechinus stuartii",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antechinus_swainsonii","Antechinus swainsonii","1 - exact_fullsci_w_ssp","Antechinus swainsonii",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Antidorcas_marsupialis","Antidorcas marsupialis","1 - exact_fullsci_w_ssp","Antidorcas marsupialis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Antilocapra_americana","Antilocapra americana","1 - exact_fullsci_w_ssp","Antilocapra americana",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Antilocapridae",NA
"Antilope_cervicapra","Antilope cervicapra","1 - exact_fullsci_w_ssp","Antilope cervicapra",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Antrozous_pallidus","Antrozous pallidus","1 - exact_fullsci_w_ssp","Antrozous pallidus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Aonyx_capensis","Aonyx capensis","1 - exact_fullsci_w_ssp","Aonyx capensis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Aonyx_cinereus","Aonyx cinereus","1 - exact_fullsci_w_ssp","Aonyx cinereus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Aotus_griseimembra","Aotus griseimembra","1 - exact_fullsci_w_ssp","Aotus griseimembra",NA,NA,NA,"Chordata","Mammalia","Primates","Aotidae",NA
"Aotus_lemurinus","Aotus lemurinus","1 - exact_fullsci_w_ssp","Aotus lemurinus",NA,NA,NA,"Chordata","Mammalia","Primates","Aotidae",NA
"Aotus_nigriceps","Aotus nigriceps","1 - exact_fullsci_w_ssp","Aotus nigriceps",NA,NA,NA,"Chordata","Mammalia","Primates","Aotidae",NA
"Aotus_trivirgatus","Aotus trivirgatus","1 - exact_fullsci_w_ssp","Aotus trivirgatus",NA,NA,NA,"Chordata","Mammalia","Primates","Aotidae",NA
"Aotus_vociferans","Aotus vociferans","1 - exact_fullsci_w_ssp","Aotus vociferans",NA,NA,NA,"Chordata","Mammalia","Primates","Aotidae",NA
"Aplodontia_rufa","Aplodontia rufa","1 - exact_fullsci_w_ssp","Aplodontia rufa",NA,NA,NA,"Chordata","Mammalia","Rodentia","Aplodontiidae",NA
"Apodemus_agrarius","Apodemus agrarius","1 - exact_fullsci_w_ssp","Apodemus agrarius",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_alpicola","Apodemus alpicola","1 - exact_fullsci_w_ssp","Apodemus alpicola",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_argenteus","Apodemus argenteus","1 - exact_fullsci_w_ssp","Apodemus argenteus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_chevrieri","Apodemus chevrieri","1 - exact_fullsci_w_ssp","Apodemus chevrieri",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_draco","Apodemus draco","1 - exact_fullsci_w_ssp","Apodemus draco",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_flavicollis","Apodemus flavicollis","1 - exact_fullsci_w_ssp","Apodemus flavicollis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_ilex","Apodemus ilex","1 - exact_fullsci_w_ssp","Apodemus ilex",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_latronum","Apodemus latronum","1 - exact_fullsci_w_ssp","Apodemus latronum",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_mystacinus","Apodemus mystacinus","1 - exact_fullsci_w_ssp","Apodemus mystacinus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_peninsulae","Apodemus peninsulae","1 - exact_fullsci_w_ssp","Apodemus peninsulae",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_semotus","Apodemus semotus","1 - exact_fullsci_w_ssp","Apodemus semotus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_speciosus","Apodemus speciosus","1 - exact_fullsci_w_ssp","Apodemus speciosus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_sylvaticus","Apodemus sylvaticus","1 - exact_fullsci_w_ssp","Apodemus sylvaticus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Apodemus_uralensis","Apodemus uralensis","1 - exact_fullsci_w_ssp","Apodemus uralensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Aproteles_bulmerae","Aproteles bulmerae","1 - exact_fullsci_w_ssp","Aproteles bulmerae",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Arabitragus_jayakari","Arabitragus jayakari","1 - exact_fullsci_w_ssp","Arabitragus jayakari",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Arctictis_binturong","Arctictis binturong","1 - exact_fullsci_w_ssp","Arctictis binturong",NA,NA,NA,"Chordata","Mammalia","Carnivora","Viverridae",NA
"Arctocebus_aureus","Arctocebus aureus","1 - exact_fullsci_w_ssp","Arctocebus aureus",NA,NA,NA,"Chordata","Mammalia","Primates","Lorisidae",NA
"Arctocebus_calabarensis","Arctocebus calabarensis","1 - exact_fullsci_w_ssp","Arctocebus calabarensis",NA,NA,NA,"Chordata","Mammalia","Primates","Lorisidae",NA
"Arctocephalus_pusillus","Arctocephalus pusillus","1 - exact_fullsci_w_ssp","Arctocephalus pusillus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Otariidae",NA
"Arctogalidia_trivirgata","Arctogalidia trivirgata","1 - exact_fullsci_w_ssp","Arctogalidia trivirgata",NA,NA,NA,"Chordata","Mammalia","Carnivora","Viverridae",NA
"Arctonyx_collaris","Arctonyx collaris","1 - exact_fullsci_w_ssp","Arctonyx collaris",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA
"Ardops_nichollsi","Ardops nichollsi","1 - exact_fullsci_w_ssp","Ardops nichollsi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Arielulus_circumdatus","Arielulus circumdatus","1 - exact_fullsci_w_ssp","Arielulus circumdatus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Arielulus_cuprosus","Arielulus cuprosus","1 - exact_fullsci_w_ssp","Arielulus cuprosus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Ariteus_flavescens","Ariteus flavescens","1 - exact_fullsci_w_ssp","Ariteus flavescens",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_anderseni","Artibeus anderseni","1 - exact_fullsci_w_ssp","Artibeus anderseni",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_aztecus","Artibeus aztecus","1 - exact_fullsci_w_ssp","Artibeus aztecus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_cinereus","Artibeus cinereus","1 - exact_fullsci_w_ssp","Artibeus cinereus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_concolor","Artibeus concolor","1 - exact_fullsci_w_ssp","Artibeus concolor",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_fraterculus","Artibeus fraterculus","1 - exact_fullsci_w_ssp","Artibeus fraterculus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_glaucus","Artibeus glaucus","1 - exact_fullsci_w_ssp","Artibeus glaucus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_hirsutus","Artibeus hirsutus","1 - exact_fullsci_w_ssp","Artibeus hirsutus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_inopinatus","Artibeus inopinatus","1 - exact_fullsci_w_ssp","Artibeus inopinatus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_jamaicensis","Artibeus jamaicensis","1 - exact_fullsci_w_ssp","Artibeus jamaicensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_lituratus","Artibeus lituratus","1 - exact_fullsci_w_ssp","Artibeus lituratus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_obscurus","Artibeus obscurus","1 - exact_fullsci_w_ssp","Artibeus obscurus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_planirostris","Artibeus planirostris","1 - exact_fullsci_w_ssp","Artibeus planirostris",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_schwartzi","Artibeus schwartzi","1 - exact_fullsci_w_ssp","Artibeus schwartzi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Artibeus_toltecus","Artibeus toltecus","1 - exact_fullsci_w_ssp","Artibeus toltecus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Arvicanthis_abyssinicus","Arvicanthis abyssinicus","1 - exact_fullsci_w_ssp","Arvicanthis abyssinicus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Arvicanthis_nairobae","Arvicanthis nairobae","1 - exact_fullsci_w_ssp","Arvicanthis nairobae",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Arvicanthis_neumanni","Arvicanthis neumanni","1 - exact_fullsci_w_ssp","Arvicanthis neumanni",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Arvicanthis_niloticus","Arvicanthis niloticus","1 - exact_fullsci_w_ssp","Arvicanthis niloticus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Arvicanthis_rufinus","Arvicanthis rufinus","1 - exact_fullsci_w_ssp","Arvicanthis rufinus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Arvicola_amphibius","Arvicola amphibius","1 - exact_fullsci_w_ssp","Arvicola amphibius",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Arvicola_italicus","Arvicola italicus","1 - exact_fullsci_w_ssp","Arvicola italicus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Aselliscus_stoliczkanus","Aselliscus stoliczkanus","1 - exact_fullsci_w_ssp","Aselliscus stoliczkanus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Hipposideridae",NA
"Atelerix_albiventris","Atelerix albiventris","1 - exact_fullsci_w_ssp","Atelerix albiventris",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Erinaceidae",NA
"Atelerix_algirus","Atelerix algirus","1 - exact_fullsci_w_ssp","Atelerix algirus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Erinaceidae",NA
"Atelerix_frontalis","Atelerix frontalis","1 - exact_fullsci_w_ssp","Atelerix frontalis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Erinaceidae",NA
"Ateles_belzebuth","Ateles belzebuth","1 - exact_fullsci_w_ssp","Ateles belzebuth",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Ateles_chamek","Ateles chamek","1 - exact_fullsci_w_ssp","Ateles chamek",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Ateles_fusciceps","Ateles fusciceps","1 - exact_fullsci_w_ssp","Ateles fusciceps",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Ateles_geoffroyi","Ateles geoffroyi","1 - exact_fullsci_w_ssp","Ateles geoffroyi",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Ateles_marginatus","Ateles marginatus","1 - exact_fullsci_w_ssp","Ateles marginatus",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Ateles_paniscus","Ateles paniscus","1 - exact_fullsci_w_ssp","Ateles paniscus",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Atherurus_africanus","Atherurus africanus","1 - exact_fullsci_w_ssp","Atherurus africanus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Hystricidae",NA
"Atherurus_macrourus","Atherurus macrourus","1 - exact_fullsci_w_ssp","Atherurus macrourus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Hystricidae",NA
"Atilax_paludinosus","Atilax paludinosus","1 - exact_fullsci_w_ssp","Atilax paludinosus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Herpestidae",NA
"Atlantoxerus_getulus","Atlantoxerus getulus","1 - exact_fullsci_w_ssp","Atlantoxerus getulus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Atopogale_cubana","Atopogale cubana","1 - exact_fullsci_w_ssp","Atopogale cubana",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Solenodontidae",NA
"Avahi_laniger","Avahi laniger","1 - exact_fullsci_w_ssp","Avahi laniger",NA,NA,NA,"Chordata","Mammalia","Primates","Indriidae",NA
"Avahi_occidentalis","Avahi occidentalis","1 - exact_fullsci_w_ssp","Avahi occidentalis",NA,NA,NA,"Chordata","Mammalia","Primates","Indriidae",NA
"Axis_axis","Axis axis","1 - exact_fullsci_w_ssp","Axis axis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Cervidae",NA
"Axis_porcinus","Axis porcinus","1 - exact_fullsci_w_ssp","Axis porcinus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Cervidae",NA
"Babyrousa_babyrussa","Babyrousa babyrussa","1 - exact_fullsci_w_ssp","Babyrousa babyrussa",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Babyrousa_celebensis","Babyrousa celebensis","1 - exact_fullsci_w_ssp","Babyrousa celebensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Baiomys_musculus","Baiomys musculus","1 - exact_fullsci_w_ssp","Baiomys musculus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Balaena_mysticetus","Balaena mysticetus","1 - exact_fullsci_w_ssp","Balaena mysticetus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenidae",NA
"Balaenoptera_acutorostrata","Balaenoptera acutorostrata","1 - exact_fullsci_w_ssp","Balaenoptera acutorostrata",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_bonaerensis","Balaenoptera bonaerensis","1 - exact_fullsci_w_ssp","Balaenoptera bonaerensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_borealis","Balaenoptera borealis","1 - exact_fullsci_w_ssp","Balaenoptera borealis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_brydei","Balaenoptera brydei","1 - exact_fullsci_w_ssp","Balaenoptera brydei",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_edeni","Balaenoptera edeni","1 - exact_fullsci_w_ssp","Balaenoptera edeni",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_musculus","Balaenoptera musculus","1 - exact_fullsci_w_ssp","Balaenoptera musculus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_omurai","Balaenoptera omurai","1 - exact_fullsci_w_ssp","Balaenoptera omurai",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_physalus","Balaenoptera physalus","1 - exact_fullsci_w_ssp","Balaenoptera physalus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balaenoptera_ricei","Balaenoptera ricei","1 - exact_fullsci_w_ssp","Balaenoptera ricei",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Balaenopteridae",NA
"Balantiopteryx_plicata","Balantiopteryx plicata","1 - exact_fullsci_w_ssp","Balantiopteryx plicata",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Emballonuridae",NA
"Balionycteris_maculata","Balionycteris maculata","1 - exact_fullsci_w_ssp","Balionycteris maculata",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Bandicota_bengalensis","Bandicota bengalensis","1 - exact_fullsci_w_ssp","Bandicota bengalensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Bandicota_indica","Bandicota indica","1 - exact_fullsci_w_ssp","Bandicota indica",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Barbastella_barbastellus","Barbastella barbastellus","1 - exact_fullsci_w_ssp","Barbastella barbastellus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Barbastella_caspica","Barbastella caspica","1 - exact_fullsci_w_ssp","Barbastella caspica",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Bassaricyon_alleni","Bassaricyon alleni","1 - exact_fullsci_w_ssp","Bassaricyon alleni",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bassaricyon_gabbii","Bassaricyon gabbii","1 - exact_fullsci_w_ssp","Bassaricyon gabbii",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bassaricyon_medius","Bassaricyon medius","1 - exact_fullsci_w_ssp","Bassaricyon medius",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bassaricyon_neblina","Bassaricyon neblina","1 - exact_fullsci_w_ssp","Bassaricyon neblina",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bassariscus_astutus","Bassariscus astutus","1 - exact_fullsci_w_ssp","Bassariscus astutus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bassariscus_sumichrasti","Bassariscus sumichrasti","1 - exact_fullsci_w_ssp","Bassariscus sumichrasti",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Bathyergus_janetta","Bathyergus janetta","1 - exact_fullsci_w_ssp","Bathyergus janetta",NA,NA,NA,"Chordata","Mammalia","Rodentia","Bathyergidae",NA
"Bathyergus_suillus","Bathyergus suillus","1 - exact_fullsci_w_ssp","Bathyergus suillus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Bathyergidae",NA
"Bauerus_dubiaquercus","Bauerus dubiaquercus","1 - exact_fullsci_w_ssp","Bauerus dubiaquercus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Bdeogale_nigripes","Bdeogale nigripes","1 - exact_fullsci_w_ssp","Bdeogale nigripes",NA,NA,NA,"Chordata","Mammalia","Carnivora","Herpestidae",NA
"Beatragus_hunteri","Beatragus hunteri","1 - exact_fullsci_w_ssp","Beatragus hunteri",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Belomys_pearsonii","Belomys pearsonii","1 - exact_fullsci_w_ssp","Belomys pearsonii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Berardius_bairdii","Berardius bairdii","1 - exact_fullsci_w_ssp","Berardius bairdii",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Ziphiidae",NA
"Berylmys_berdmorei","Berylmys berdmorei","1 - exact_fullsci_w_ssp","Berylmys berdmorei",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Bettongia_gaimardi","Bettongia gaimardi","1 - exact_fullsci_w_ssp","Bettongia gaimardi",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Potoroidae",NA
"Bettongia_lesueur","Bettongia lesueur","1 - exact_fullsci_w_ssp","Bettongia lesueur",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Potoroidae",NA
"Bettongia_penicillata","Bettongia penicillata","1 - exact_fullsci_w_ssp","Bettongia penicillata",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Potoroidae",NA
"Bettongia_tropica","Bettongia tropica","1 - exact_fullsci_w_ssp","Bettongia tropica",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Potoroidae",NA
"Biswamoyopterus_biswasi","Biswamoyopterus biswasi","1 - exact_fullsci_w_ssp","Biswamoyopterus biswasi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Blarina_brevicauda","Blarina brevicauda","1 - exact_fullsci_w_ssp","Blarina brevicauda",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Blarina_carolinensis","Blarina carolinensis","1 - exact_fullsci_w_ssp","Blarina carolinensis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Blarina_hylophaga","Blarina hylophaga","1 - exact_fullsci_w_ssp","Blarina hylophaga",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Blarinella_quadraticauda","Blarinella quadraticauda","1 - exact_fullsci_w_ssp","Blarinella quadraticauda",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Blarinella_wardi","Blarinella wardi","1 - exact_fullsci_w_ssp","Blarinella wardi",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Blastocerus_dichotomus","Blastocerus dichotomus","1 - exact_fullsci_w_ssp","Blastocerus dichotomus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Cervidae",NA
"Boneia_bidens","Boneia bidens","1 - exact_fullsci_w_ssp","Boneia bidens",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Bos_frontalis","Bos frontalis","1 - exact_fullsci_w_ssp","Bos frontalis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_gaurus","Bos gaurus","1 - exact_fullsci_w_ssp","Bos gaurus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_grunniens","Bos grunniens","1 - exact_fullsci_w_ssp","Bos grunniens",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_indicus","Bos indicus","1 - exact_fullsci_w_ssp","Bos indicus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_javanicus","Bos javanicus","1 - exact_fullsci_w_ssp","Bos javanicus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_mutus","Bos mutus","1 - exact_fullsci_w_ssp","Bos mutus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_primigenius","Bos primigenius","1 - exact_fullsci_w_ssp","Bos primigenius",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Bos_taurus","Bos taurus","1 - exact_fullsci_w_ssp","Bos taurus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Boselaphus_tragocamelus","Boselaphus tragocamelus","1 - exact_fullsci_w_ssp","Boselaphus tragocamelus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Brachiones_przewalskii","Brachiones przewalskii","1 - exact_fullsci_w_ssp","Brachiones przewalskii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Brachylagus_idahoensis","Brachylagus idahoensis","1 - exact_fullsci_w_ssp","Brachylagus idahoensis",NA,NA,NA,"Chordata","Mammalia","Lagomorpha","Leporidae",NA
"Brachyphylla_cavernarum","Brachyphylla cavernarum","1 - exact_fullsci_w_ssp","Brachyphylla cavernarum",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Brachytarsomys_villosus","Brachytarsomys villosus","1 - exact_fullsci_w_ssp","Brachytarsomys villosus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Nesomyidae",NA
"Brachyteles_arachnoides","Brachyteles arachnoides","1 - exact_fullsci_w_ssp","Brachyteles arachnoides",NA,NA,NA,"Chordata","Mammalia","Primates","Atelidae",NA
"Bradypus_pygmaeus","Bradypus pygmaeus","1 - exact_fullsci_w_ssp","Bradypus pygmaeus",NA,NA,NA,"Chordata","Mammalia","Pilosa","Bradypodidae",NA
"Bradypus_torquatus","Bradypus torquatus","1 - exact_fullsci_w_ssp","Bradypus torquatus",NA,NA,NA,"Chordata","Mammalia","Pilosa","Bradypodidae",NA
"Bradypus_tridactylus","Bradypus tridactylus","1 - exact_fullsci_w_ssp","Bradypus tridactylus",NA,NA,NA,"Chordata","Mammalia","Pilosa","Bradypodidae",NA
"Bradypus_variegatus","Bradypus variegatus","1 - exact_fullsci_w_ssp","Bradypus variegatus",NA,NA,NA,"Chordata","Mammalia","Pilosa","Bradypodidae",NA
